sBT,sNT,sRT,s,sPrefLabel,sAltLabels
tephra,,volcaniclastics| volcanic bomb| cinder| ejecta| strombolian-type eruptions| pyroclastics,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lapilli,lapilli,
Sweden| Finland,,Norway| Europe| Europa Island| Sweden| Finland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lapponia,Lapland,
Spermatophyta| Coniferales| Pinaceae| Plantae| Gymnospermae,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/larix,Larix,
,,paleontology| ontogeny| reproduction,http://linkeddata.ge.imati.cnr.it/resource/ThIST/larve,larvae,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/laser,,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lates,,
,,climate| Global Positioning System| geodesy| paleolatitude| environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/latitudine,latitude,
Europe| Europa Island,Riga Latvia,Baltic Shield| USSR| Baltic Glaciation| Russian Platform,http://linkeddata.ge.imati.cnr.it/resource/ThIST/latvija,Latvia,
angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lauraceae,Lauraceae,
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/laurenzio,lawrencium,
lava,,pahoehoe| volcanism| Kilauea| lava flows,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavaaa,aa lava,
,,flood basalts| Kilauea| lava flows| basalts| basalt plateau,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavabasaltica,basalt flows,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavaggio,,
lava,,aa lava| volcanism| Kilauea| lava flows,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavapahoehoe,pahoehoe,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavorazione,,
Italy| Southern Europe,Rome Italy| Latina Italy| Rieti Italy| Abruzzo National Park| Alban Hills| Mainarde Mountain| Alatri Italy,"Valnerina| Tufo Grigio Campano| Maiolica| Nera River| Formazione dei Diaspri| Maremma| Scisti e Marne a Fucoidi| Tevere River Basin| Tronto River Basin| Calcare Massiccio| Scisti Policromi| Monte Serrone Marls| Liri-Garigliano-Volturno River Basin| Sacco river, Italy| Sabina| Scaglia Toscana| Fiora River Basin| Tronto River| Meta Mountains| Torrice Sandstones| Formazione Marnoso-arenacea| Macco| magmatic province| Pietraforte| Abruzzo earthquake 1984| Fiora River| Bisciaro| Laga Mountains| Scisti e Marne a Posidonomya| Scaglia Appenninica| Castelvetere Formation| Macigno| Central Apennines| Abruzzo Appennines| Rosso Ammonitico Marchigiano",http://linkeddata.ge.imati.cnr.it/resource/ThIST/lazio,Latium Italy,
,schreibersite| taenite| nitrides| awaruite| electrum| kamacite| phosphides| ferroalloys| silicides| carbides| polarite,steel| metals| minerals| base metals| metallurgy| construction materials| annealing| native elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lega,alloys,
bonding,,water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legameidrogeno,hydrogen bond,
,,cartography| maps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legenda,legends,
,,strategic minerals| regulations| Law of the Sea| economic geology| applied geology| mining legislation| environmental monitoring| decision-making| environmental geology| European Union| policy| land use| antitrust legislation| investment legislation| prevention| national parks| land preservation| land management,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legislazione,legislation,
,,mining| Law of the Sea| legislation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legislazionemineraria,mining legislation,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legislazioneregionale,,
,silicified wood,fossil wood| paleontology| lignin| roots| paleobotany,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legno,wood,
,silicified wood,wood| roots| angiosperms| Spermatophyta| Plantae| Gymnospermae,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legnofossile,fossil wood,
fossil wood| wood,,silicification,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legnosilicizzato,silicified wood,
stratigraphy,,mineral deposits| intercalation| ice lenses| sedimentary structures| sedimentary rocks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lente,lenses,
Lepidopteroida| Arthropoda| Invertebrata| Mandibulata| Insecta,,Raphidiodea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lepidoptera,Lepidoptera,
Africa| Southern Africa,Maseru Lesotho,Orange River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho,Lesotho,
,,monographs| publications| sedimentary petrology| stratigraphy| petrology| bibliography| paleontology| structural geology| dictionaries| catalogs| mineralogy| glossaries,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lessico,lexicons,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/letteratura,,
Cyprus,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/levkosia,Nicosia,
Africa| West Africa,Monrovia Liberia,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia,Liberia,
Africa| North Africa,Tripoli Libya| Fezzan| Kufra Basin| Cirenaica| Tripolitania| Sirte Basin| Tibesti Libya,Libyan Desert| Mediterranean region| Maghreb| Tibesti Massif| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya,Libya,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/libreria,,
thallophytes| Plantae,,fungi| algae| lichenometry,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lichenes,lichens,
Europe| Europa Island| Central Europe,Vaduz Liechtenstein,Alps| Rhine Basin| Rhine River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liechtenstein,Liechtenstein,
Europe| Europa Island,Vilnius,USSR| Baltic Glaciation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lietuva,Lithuania,
coal| organic residues| sedimentary rocks,,organic materials| humodetrinite| huminite| peat| anthracite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lignite,lignite,
Italy| Southern Europe,Savona Italy| La Spezia Italy| Imperia Italy,Formazione di Testico| Formazione dei Diaspri| Formazione di Molare| Calcari di Gallaneto| Genoa Italy| Flysch ad Elmintoidi| Ligurian Sea| Alberese| Northern Apennines| Magra River Basin| Scaglia Toscana| Formazione della Verruca| Ofioliti del Monte Beigua| Calcare Cavernoso| Dolomia Principale| Calcari di Monte Caio| La Spezia Italy| Calcari di Ubaga| Quarziti di Monte Bignone| Formazione di La Spezia| Arenarie di Bordighera| Calcari a Calpionelle| Ligurian Apennines| Scaglia Appenninica| Verrucano Appenninico| Formazione dei Galestri| Macigno| Liguria earthquake 1887| Argille a Palombini| Ligurian Alps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liguria,Liguria Italy,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liliaceae,,
Malawi,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lilongwe,Lilongwe,
Belgium| Europe| Europa Island| Western Europe,,Belgium| Netherlands,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limburgo,Limburg,
,,Benioff zone| sea-floor spreading| plate tectonics| rifting| plates| accreting plate boundary| Appennine Orogenesis| passive margins| plate convergence| active margins| plate divergence,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limitediplacca,plate boundaries,
,,Tertiary| chronostratigraphy| Paleocene| biostratigraphy| lower Paleocene| Maestrichtian| boundary| Cenozoic| Phanerozoic| mass extinctions| Mesozoic| Danian| Cretaceous| Paleogene| Upper Cretaceous,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limitek-t,K-T boundary,
,,outer core| P-waves| S-waves| mantle| transition zones| coupling| core| tectonophysics| lower mantle| seismology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limitenucleo-mantello,core-mantle boundary,
,,K-T boundary| stratigraphy| stratigraphic columns| range| correlation| formation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limitestratigrafico,boundary,
,,plasticity| water content| laboratory studies| rock mechanics| geotechnics| deformation| soil mechanics| terrain classification,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limitidiatterberg,Atterberg limits,
,,glacial lakes| ponds| hydrology| paleolimnology| seiches| geomorphology| lakes| lacustrine deposit,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limnologia,limnology,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limo,,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limulus,,
shore features,emergent coastlines,barrier islands| beaches| beach profile| littoral erosion| bays| intertidal environment| bars| tides| marine terraces| longshore bars| inlets| coastal environment| ingression| tombolos| chenier plains| geomorphology| berms| ocean waves| longshore currents| littoral zone| capes| spits| shorelines| transgression| bluffs| cliffs| gulf| fjords| shoals| marine environment| regression| paleogeography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lineadicosta,coastlines,
,,faults| fault zones| lineation| tectonics| remote sensing,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lineamento,lineaments,
,,foliation| parting lineation| oriented structures| cleavage| preferred orientation| structural geology| boudinage| orientation| structural analysis| folds| tectonics| igneous rocks| flow lines| lineaments| fractures| deformation| slickensides| linear orientation| mullions| metamorphism| elongate minerals| intrusions| metamorphic rocks| fabric,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lineazione,lineation,
,Fortran| Fortran 77| Fortran IV| BASIC| ARC/INFO,block diagrams| data processing| computer programs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/linguaggiodiprogrammazione,computer languages,
glaciers,,ground moraines| moraines| glacial lobes| glacial features| dead ice| lateral moraines| ablation| glacial termination| glacier surges| ice streams| ice movement| glacial erosion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/linguaglaciale,glacial tongue,
organic materials| fatty acids,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lipide,lipids,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liquami,,
,,slumping| mass movements| sediments| liquefaction potential| geomorphology| geologic hazards| ball-and-pillow| soil mechanics| slope stability| sandstone dikes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liquefazione,liquefaction,
,,percolation| degradation| desalinization| soils| gossan| geochemistry| solution mining| alteration| weathering| solution| mining geology| leachate| pedogenesis,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lisciviazione,leaching,
,,percolation| hydrogeology| soils| hydrology| hydrochemistry| water balance| water regimes| hydrologic cycle| drainage| ground water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lisimetro,lysimeters,
metals| alkali metals,Li-7| Li-6,lepidolite| lithium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litio,lithium,
,,reefs| lithostratigraphic unit| sediments| stratigraphic columns| stratigraphic wedges| seismic stratigraphy| facies| sedimentary rocks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litofacies,lithofacies,
,,lithostratigraphic unit| lithostratigraphy| lithotype| stratigraphic units| geological methods,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litologia,lithology,
,,beaches| intertidal environment| nearshore environment| shore features| coastal dunes| longshore bars| longshore currents| coastlines| cliffs| coast,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litorale,littoral zone,
,,Benioff zone| tectonosphere| mantle| plate tectonics| underplating| ophiolite complexes| Mohorovicic discontinuity| asthenosphere| Earth| biosphere| core| crust| tectonophysics| lower crust| Gutenberg discontinuity,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litosfera,lithosphere,
,,sequence stratigraphy| angular unconformities| stratigraphy| lithostratigraphic unit| heteropy| lithology| type localities| conformity| unconformities| sediments| hardground| stratigraphic wedges| lithotype| stratigraphic units| stratigraphic gaps| seismic stratigraphy| outliers| sedimentary rocks| tectonostratigraphic units| nonconformities| metamorphic rocks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litostratigrafia,lithostratigraphy,
,,biotopes| biostratigraphy| biocenoses| stratigraphic units| environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litotopo,lithotopes,
,,theodolite| geodesy| cartography| trilateration,http://linkeddata.ge.imati.cnr.it/resource/ThIST/livellazione,leveling,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/livellodellacqua,,
,,mineral deposits| mining| stratiform deposits| mining geology| mines,http://linkeddata.ge.imati.cnr.it/resource/ThIST/livelloproduttivo,seams,
,,glacial tongue| ice caps| ice streams,http://linkeddata.ge.imati.cnr.it/resource/ThIST/loboglaciale,glacial lobes,
Lower Devonian| Devonian| Paleozoic,,Europe| Europa Island,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lochkoviano,Lochkovian,
,,bipedalism| fossils,http://linkeddata.ge.imati.cnr.it/resource/ThIST/locomozione,locomotion,
well-logging,,acoustical methods| tube waves| impedance| borehole televiewers| acoustical surveys| seismic logging,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logacustico,acoustical logging,
well-logging,,electrical surveys| apparent resistivity| resistivity| conductivity| electrical methods| Laterolog| boreholes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logelettrico,electrical logging,
well-logging,,electrical surveys| SQUID| electromagnetic induction| geophysical methods| electromagnetic methods| magnetic logging| electromagnetic surveys| transient methods| geophysical surveys,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logelettromagnetico,electromagnetic logging,
,dipmeter logging| electrical logging| magnetic logging| gravity logging| caliper logging| electromagnetic logging| seismic logging| temperature logging| acoustical logging,neutron-neutron methods| measurement-while-drilling| data processing| tube waves| mineral exploration| video methods| cores| induced polarization| gamma-ray spectroscopy| clinometers| horizontal drilling| geophysical methods| heat flow| resistivity| gamma-gamma methods| neutron methods| microwave methods| wells| gamma-ray methods| induction| downhole methods| neutron-gamma methods| Laterolog| radioactivity| drilling mud| borehole televiewers| boreholes| geophysical surveys| drilling| self-potential methods| tomography| density logging| borehole sections| cuttings| water wells,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logging,well-logging,
well-logging,,gravity surveys| gravity methods,http://linkeddata.ge.imati.cnr.it/resource/ThIST/loggravimetrico,gravity logging,
,,mathematical geology| mathematical methods| functions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logicafuzzy,fuzzy logic,
well-logging,,magnetic methods| magnetic surveys| electromagnetic logging,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logmagnetico,magnetic logging,
well-logging,,tube waves| seismic methods| seismic prospecting| impedance| vertical seismic profiles| seismic surveys| acoustical logging,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logsismico,seismic logging,
well-logging,,heat flow| temperature,http://linkeddata.ge.imati.cnr.it/resource/ThIST/logtermico,temperature logging,
Italy| Southern Europe,Lambro River| Pavia Italy| Garda Lake| Benaco| Valcamonica| Sondrio Italy| Trompia Valley| Lecco Italy| Serio Valley| Bernina Mount| Brescia Italy| Orobic Alps,Verrucano Lombardo| Maiolica| Formazione dei Diaspri| Zona Ceneri| Dolomia del Wetterstein| Gneiss del Monte Tonale| Formazione di Sogno| Calcare di Recoaro| Arenarie di Val Gardena| Corso Rosso di Botticino| Broccatello| Formazione di Wengen| Calcare di Medolo| Calcare di Esino| Zona Sesia-Lanzo| Formazione di Bellano| Serpentine della Val Malenco| Conglomerato Basale Formazione| Scisti dei Laghi| Formazione di Collio| Secchia River| Dolomia Principale| Breno Formation| Ranzano Formation| Selcifero Lombardo| Po River Basin| Ceppo dell'Adda| Scaglia| Formazione a Bellerophon| Tonalite dell'Adamello| Formazione di San Cassiano| Scaglia Rossa| Calcare di Perledo-Varenna| Flysch di Monte Cassio| Calcare Selcifero Lombardo| Calcare di Camorelli| Calcare Metallifero Bergamasco| Granodiorite della Val Masino| Secchia river basin| Calcari a Calpionelle| Complesso Caotico| Verrucano Alpino| Domaro Limestone| Rosso Ammonitico Lombardo| Rezzato Encrinite| Formazione Gessoso Solfifera| Gabbro di Sondalo| Cremona Italy| Argille a Palombini| Biancone| Servino| Formazione di Castro Sebino| Ortles Massif| Calcare di Moltrasio| Dolomia a Conchodon,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lombardia,Lombardy Italy,
United Kingdom| England,,Thames river,http://linkeddata.ge.imati.cnr.it/resource/ThIST/londra,"London, England",
,,Global Positioning System,http://linkeddata.ge.imati.cnr.it/resource/ThIST/longitudine,longitude,
France,,Meurthe-et-Moselle France| Vosges France,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lorena,Lorraine,
United States of America,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/louisiana,,
Middle East| Near East| Asia,Beirut Lebanon,Mediterranean region,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lubnan,Lebanon,
