oBT,oNT,oRT,o,oPrefLabel,oAltLabels
,,financing of aid| loan,http://eurovoc.europa.eu/1000,financing,
EU Member State| Nordic Council countries| OECD countries| Northern Europe| Council of Europe countries,,regions of Finland| regions of Finland| regions of Finland| regions of Finland| regions of Finland,http://eurovoc.europa.eu/1019,Finland,Republic of Finland| Republic of Finland| Republic of Finland| Republic of Finland| Republic of Finland
halogen,,,http://eurovoc.europa.eu/1042,fluorine,
UN specialised agency,,international monetary system,http://eurovoc.europa.eu/1043,International Monetary Fund,IMF
marine environment| marine environment| marine environment| marine environment,,oceanography| resources of the sea| exploitation of the sea-bed| exploitation of the seas,http://eurovoc.europa.eu/1050,sea-bed,deep sea-bed| deep sea-bed| deep sea-bed| deep sea-bed
iron and steel product,,,http://eurovoc.europa.eu/1059,cast-iron,
mining of ore,,offshore drilling,http://eurovoc.europa.eu/1060,drilling,well drilling
,,arboriculture| wood product| wooded area,http://eurovoc.europa.eu/1063,forest,woodland| woodland| woodland
,,professional qualifications| personal development| vocational education| European Training Foundation| trans-European network| recognition of vocational training qualifications| adult education| integrated development programme| vocational retraining| Cedefop| professional qualifications| personal development| vocational education| European Training Foundation| trans-European network| recognition of vocational training qualifications| adult education| integrated development programme| vocational retraining| Cedefop| professional qualifications| personal development| vocational education| European Training Foundation| trans-European network| recognition of vocational training qualifications| adult education| integrated development programme| vocational retraining| Cedefop| professional qualifications| personal development| vocational education| European Training Foundation| trans-European network| recognition of vocational training qualifications| adult education| integrated development programme| vocational retraining| Cedefop| professional qualifications| personal development| vocational education| European Training Foundation| trans-European network| recognition of vocational training qualifications| adult education| integrated development programme| vocational retraining| Cedefop,http://eurovoc.europa.eu/1074,vocational training,sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| sandwich training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| pre-vocational training| distance training| distance training| distance training| distance training| distance training| distance training| distance training| distance training| distance training| distance training| manpower training| manpower training| manpower training| manpower training| manpower training| manpower training| manpower training| manpower training| manpower training| manpower training| e-training| e-training| e-training| e-training| e-training| e-training| e-training| e-training| e-training| e-training
EU Member State| WEU countries| Western Europe| OECD countries| Council of Europe countries| NATO countries,,regions of France| regions of France| regions of France| regions of France| regions of France| regions of France,http://eurovoc.europa.eu/1085,France,French Republic| French Republic| French Republic| French Republic| French Republic| French Republic
food preserving,,frozen product,http://eurovoc.europa.eu/109,freezing,
CAEMC countries| ACP countries| Central Africa| CAEMC countries| ACP countries| Central Africa| CAEMC countries| ACP countries| Central Africa,,,http://eurovoc.europa.eu/111,Congo,Congo Brazzaville| Congo Brazzaville| Congo Brazzaville| French Congo| French Congo| French Congo| Republic of the Congo| Republic of the Congo| Republic of the Congo
,,fruit juice| fruit product| fruit-growing| early fruit and vegetables,http://eurovoc.europa.eu/1115,fruit,
nuclear technology| nuclear technology| nuclear technology,,plasma physics| Joint European Torus| nuclear energy,http://eurovoc.europa.eu/1123,nuclear fusion,thermonuclear fusion| thermonuclear fusion| thermonuclear fusion
CAEMC countries| ACP countries| Central Africa,,,http://eurovoc.europa.eu/1124,Gabon,Gabonese Republic| Gabonese Republic| Gabonese Republic
Eastern Europe| CEFTA countries| Council of Europe countries| Western Balkans,,,http://eurovoc.europa.eu/1125,Albania,Republic of Albania| Republic of Albania| Republic of Albania| Republic of Albania
regions of Spain,,,http://eurovoc.europa.eu/1127,Galicia,Autonomous Community of Galicia
West Africa| ACP countries| Ecowas countries,,,http://eurovoc.europa.eu/1128,Gambia,Republic of the Gambia| Republic of the Gambia| Republic of the Gambia
fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel| fuel,,propane gas| gas appliance| butane| natural gas| gas supply| propane gas| gas appliance| butane| natural gas| gas supply| propane gas| gas appliance| butane| natural gas| gas supply,http://eurovoc.europa.eu/1139,gas,blast-furnace gas| blast-furnace gas| blast-furnace gas| blast-furnace gas| blast-furnace gas| gaseous fuel| gaseous fuel| gaseous fuel| gaseous fuel| gaseous fuel| coke-oven gas| coke-oven gas| coke-oven gas| coke-oven gas| coke-oven gas
hydrocarbon| hydrocarbon| hydrocarbon| hydrocarbon,,energy-generating product| biogas| hydrogen production| fossil fuel,http://eurovoc.europa.eu/1141,natural gas,
public works,,engineering structure,http://eurovoc.europa.eu/1145,civil engineering,
geology,,chemistry,http://eurovoc.europa.eu/1147,geochemistry,
earth sciences,,,http://eurovoc.europa.eu/1148,geography,
geography,,,http://eurovoc.europa.eu/1149,economic geography,
geography| geography,,political science| geopolitics,http://eurovoc.europa.eu/1150,political geography,
earth sciences| earth sciences| earth sciences,,,http://eurovoc.europa.eu/1151,geology,tectonics| geological survey| geological study
geology| geology,,physical sciences| physical sciences,http://eurovoc.europa.eu/1152,geophysics,geophysical survey| geophysical study
,,work study,http://eurovoc.europa.eu/1154,management,
West Africa| ACP countries| Ecowas countries,,,http://eurovoc.europa.eu/1166,Ghana,Republic of Ghana| Republic of Ghana| Republic of Ghana
Southern Europe| United Kingdom OCT,,,http://eurovoc.europa.eu/1168,Gibraltar,
water,,,http://eurovoc.europa.eu/1169,ice,
maritime area,,,http://eurovoc.europa.eu/1171,gulf,bay
Caribbean Islands,,,http://eurovoc.europa.eu/1180,Greater Antilles,
EU Member State| WEU countries| OECD countries| Southern Europe| Council of Europe countries| NATO countries,,regions of Greece| regions of Greece| regions of Greece| regions of Greece| regions of Greece| regions of Greece,http://eurovoc.europa.eu/1182,Greece,Hellenic Republic| Hellenic Republic| Hellenic Republic| Hellenic Republic| Hellenic Republic| Hellenic Republic
OAS countries| ACP countries| Lesser Antilles| Caricom countries| LAES countries,,,http://eurovoc.europa.eu/1185,Grenada,
labour dispute| labour dispute| labour dispute| labour dispute| labour dispute| labour dispute| labour dispute| labour dispute,,hunger strike| right to strike| hunger strike| right to strike| hunger strike| right to strike| hunger strike| right to strike,http://eurovoc.europa.eu/1186,strike,working to rule| working to rule| sympathy strike| sympathy strike| wildcat strike| wildcat strike| sit-in strike| sit-in strike
regions of Portugal,,,http://eurovoc.europa.eu/1187,Algarve,
Nordic Council countries| North America,,regions of Denmark| regions of Denmark,http://eurovoc.europa.eu/1188,Greenland,
Maghreb| Mediterranean third countries| Arab League countries| OPEC countries,,,http://eurovoc.europa.eu/1196,Algeria,People’s Democratic Republic of Algeria| People’s Democratic Republic of Algeria| People’s Democratic Republic of Algeria| People’s Democratic Republic of Algeria
aquatic plant| aquatic plant| aquatic plant| aquatic plant,,gelatine| fishery product| aquaculture| eutrophication,http://eurovoc.europa.eu/1204,algae,seaweed| seaweed| seaweed| seaweed
French West Indies| French overseas department and region,,,http://eurovoc.europa.eu/1207,Guadeloupe,
Central America| OAS countries| CACM countries| LAES countries| CAIS countries,,,http://eurovoc.europa.eu/1208,Guatemala,Republic of Guatemala| Republic of Guatemala| Republic of Guatemala| Republic of Guatemala| Republic of Guatemala
West Africa| ACP countries| Ecowas countries,,,http://eurovoc.europa.eu/1216,Guinea,Republic of Guinea| Republic of Guinea| Republic of Guinea
West Africa| ACP countries| Ecowas countries| WAEMU countries| West Africa| ACP countries| Ecowas countries| WAEMU countries,,,http://eurovoc.europa.eu/1217,Guinea-Bissau,Portuguese Guinea| Portuguese Guinea| Portuguese Guinea| Portuguese Guinea| Republic of Guinea-Bissau| Republic of Guinea-Bissau| Republic of Guinea-Bissau| Republic of Guinea-Bissau
CAEMC countries| ACP countries| Central Africa,,,http://eurovoc.europa.eu/1218,Equatorial Guinea,Republic of Equatorial Guinea| Republic of Equatorial Guinea| Republic of Equatorial Guinea
OAS countries| ACP countries| South America| Caricom countries| LAES countries,,,http://eurovoc.europa.eu/1219,Guyana,Cooperative Republic of Guyana| Cooperative Republic of Guyana| Cooperative Republic of Guyana| Cooperative Republic of Guyana| Cooperative Republic of Guyana
,,human geography| human geography,http://eurovoc.europa.eu/1221,habitat,human settlement| human habitat
OAS countries| Greater Antilles| ACP countries| Caricom countries| LAES countries,,,http://eurovoc.europa.eu/1228,Haiti,Republic of Haiti| Republic of Haiti| Republic of Haiti| Republic of Haiti| Republic of Haiti
chemical element,,,http://eurovoc.europa.eu/1229,halogen,
regions of Germany,,,http://eurovoc.europa.eu/1230,Hamburg,Hamburg (Free Hanseatic City of)
Polynesia,,,http://eurovoc.europa.eu/1237,Hawaii,Hawaiian Islands
regions of Germany,,,http://eurovoc.europa.eu/1239,Hesse,Hesse (Land)
social sciences,,historical geography,http://eurovoc.europa.eu/1245,history,
biology,,,http://eurovoc.europa.eu/1246,histology,
Central America| OAS countries| CACM countries| LAES countries| CAIS countries,,,http://eurovoc.europa.eu/1253,Honduras,Republic of Honduras| Republic of Honduras| Republic of Honduras| Republic of Honduras| Republic of Honduras
Far East| APEC countries| Far East| APEC countries| Far East| APEC countries| Far East| APEC countries,,,http://eurovoc.europa.eu/1254,Hong Kong,Hong Kong Special Administrative Region| Hong Kong Special Administrative Region| Hong Kong (China)| Hong Kong (China)| Hong Kong Special Administrative Region of the People’s Republic of China| Hong Kong Special Administrative Region of the People’s Republic of China| Hong Kong SAR| Hong Kong SAR
EU Member State| Warsaw Pact countries| Eastern Europe| OECD countries| Council of Europe countries| NATO countries,,regions of Hungary| regions of Hungary| regions of Hungary| regions of Hungary| regions of Hungary| regions of Hungary,http://eurovoc.europa.eu/1255,Hungary,Republic of Hungary| Republic of Hungary| Republic of Hungary| Republic of Hungary| Republic of Hungary| Republic of Hungary
petroleum product,,,http://eurovoc.europa.eu/1266,heavy oil,
,,food consumption| nutritional disease| FAO| food supplement| food expenditure,http://eurovoc.europa.eu/1268,nutrition,food| food| food| food| food
chemical element,,hydrogen production,http://eurovoc.europa.eu/1275,hydrogen,
geology,,groundwater,http://eurovoc.europa.eu/1276,hydrogeology,
earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences| earth sciences,,freshwater| water management in agriculture| water resources| water| freshwater| water management in agriculture| water resources| water| freshwater| water management in agriculture| water resources| water,http://eurovoc.europa.eu/1278,hydrology,limnology| limnology| limnology| limnology| hydrography| hydrography| hydrography| hydrography| river hydrology| river hydrology| river hydrology| river hydrology
geophysical environment,,island region,http://eurovoc.europa.eu/1287,island,
Mariana Islands| countries of the Pacific Community| Mariana Islands| countries of the Pacific Community,,United States| United States| United States| United States,http://eurovoc.europa.eu/1289,Guam,Territory of Guam| Territory of Guam| Island of Guam| Island of Guam
regions of Greece| regions of Greece,,,http://eurovoc.europa.eu/1295,Ionian Islands,Corfu| Corfu
migration,,,http://eurovoc.europa.eu/1302,immigration,
trading operation| trading operation| trading operation| trading operation| trading operation,,import tax| free circulation| customs valuation| import monopoly| countervailing charge,http://eurovoc.europa.eu/1309,import,
EU Member State| EU Member State| EU Member State| WEU countries| WEU countries| WEU countries| Western Europe| Western Europe| Western Europe| OECD countries| OECD countries| OECD countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| NATO countries| NATO countries| NATO countries| EU Member State| EU Member State| EU Member State| WEU countries| WEU countries| WEU countries| Western Europe| Western Europe| Western Europe| OECD countries| OECD countries| OECD countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| NATO countries| NATO countries| NATO countries| EU Member State| EU Member State| EU Member State| WEU countries| WEU countries| WEU countries| Western Europe| Western Europe| Western Europe| OECD countries| OECD countries| OECD countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| NATO countries| NATO countries| NATO countries| EU Member State| EU Member State| EU Member State| WEU countries| WEU countries| WEU countries| Western Europe| Western Europe| Western Europe| OECD countries| OECD countries| OECD countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| NATO countries| NATO countries| NATO countries,,regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany| regions of Germany| status of Berlin| unification of Germany,http://eurovoc.europa.eu/1318,Germany,Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| Federal Republic of Germany| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| FRG| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| West Germany| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic| German Federal Republic
SAARC countries| South Asia,,Kashmir question| Kashmir question,http://eurovoc.europa.eu/1338,India,Republic of India| Republic of India
metals| metals,,,http://eurovoc.europa.eu/1340,alloy,bronze| brass
APEC countries| ASEAN countries| South-East Asia| OPEC countries,,,http://eurovoc.europa.eu/1355,Indonesia,Republic of Indonesia| Republic of Indonesia| Republic of Indonesia| Republic of Indonesia
,,biochemistry| chemical pollution| chemistry| pharmaceutical industry| electrochemistry| special chemicals| petrochemicals| industrial chemistry,http://eurovoc.europa.eu/1362,chemical industry,chemical production| chemical production| chemical production| chemical production| chemical production| chemical production| chemical production| chemical production
,,energy consumption| standard of living| purchasing power| economic aggregate| consumer credit,http://eurovoc.europa.eu/139,consumption,
water management,,drinking water,http://eurovoc.europa.eu/141,water consumption,
,,mineral resources| exhaustion of resources,http://eurovoc.europa.eu/1411,mining industry,
regions of France,,,http://eurovoc.europa.eu/1430,Alsace,
international conflict| international conflict,,,http://eurovoc.europa.eu/1436,interference,duty to interfere| right to interfere
natural disaster| natural disaster,,watercourse| natural hazard,http://eurovoc.europa.eu/1440,flood,
non-ferrous metal,,,http://eurovoc.europa.eu/1446,aluminium,
information processing| information processing| information processing| information processing,,information profession| linguistics| information profession| linguistics,http://eurovoc.europa.eu/1482,interpreting,simultaneous interpreting| simultaneous interpreting| interpretation| interpretation
,,investment loan| investment transaction| investment bank| investment cost| investment company| TRIMs| savings| investment loan| investment transaction| investment bank| investment cost| investment company| TRIMs| savings,http://eurovoc.europa.eu/1488,investment,capital expenditure| capital expenditure| capital expenditure| capital expenditure| capital expenditure| capital expenditure| capital expenditure| capital investment requirement| capital investment requirement| capital investment requirement| capital investment requirement| capital investment requirement| capital investment requirement| capital investment requirement
halogen,,,http://eurovoc.europa.eu/1499,iodine,
CAEU countries| Arab League countries| Gulf States| Arab Common Market countries| OPEC countries,,Kurdistan question| Kurdistan question| Kurdistan question| Kurdistan question| Kurdistan question,http://eurovoc.europa.eu/1500,Iraq,Republic of Iraq| Republic of Iraq| Republic of Iraq| Republic of Iraq| Republic of Iraq
Gulf States| OPEC countries,,Kurdistan question| Kurdistan question,http://eurovoc.europa.eu/1501,Iran,Islamic Republic of Iran| Islamic Republic of Iran
EU Member State| Western Europe| OECD countries| Council of Europe countries| EU Member State| Western Europe| OECD countries| Council of Europe countries,,regions of Ireland| regions of Ireland| regions of Ireland| regions of Ireland| regions of Ireland| regions of Ireland| regions of Ireland| regions of Ireland,http://eurovoc.europa.eu/1504,Ireland,Eire| Eire| Eire| Eire| Southern Ireland| Southern Ireland| Southern Ireland| Southern Ireland
regions of the United Kingdom,,,http://eurovoc.europa.eu/1505,Northern Ireland,
Nordic Council countries| OECD countries| Northern Europe| Council of Europe countries| NATO countries| EFTA countries,,,http://eurovoc.europa.eu/1509,Iceland,Republic of Iceland| Republic of Iceland| Republic of Iceland| Republic of Iceland| Republic of Iceland| Republic of Iceland
special chemicals| special chemicals| special chemicals,,sound insulation| building insulation| thermal insulation,http://eurovoc.europa.eu/1512,insulator,
Mediterranean third countries| Mediterranean third countries| Mediterranean third countries| Middle East| Middle East| Middle East,,status of Jerusalem| West Bank question| Palestine question| status of Jerusalem| West Bank question| Palestine question,http://eurovoc.europa.eu/1518,Israel,State of Israel| State of Israel| State of Israel| State of Israel| State of Israel| State of Israel
EU Member State| WEU countries| OECD countries| Southern Europe| Council of Europe countries| NATO countries,,regions of Italy| regions of Italy| regions of Italy| regions of Italy| regions of Italy| regions of Italy,http://eurovoc.europa.eu/1519,Italy,Italian Republic| Italian Republic| Italian Republic| Italian Republic| Italian Republic| Italian Republic
OAS countries| Greater Antilles| ACP countries| Caricom countries| LAES countries,,,http://eurovoc.europa.eu/1522,Jamaica,
Far East| APEC countries| OECD countries,,,http://eurovoc.europa.eu/1524,Japan,
Indonesia,,,http://eurovoc.europa.eu/1526,Java,
public works,,road network,http://eurovoc.europa.eu/153,road building,
Mashreq| Mediterranean third countries| CAEU countries| Arab League countries| Arab Common Market countries,,,http://eurovoc.europa.eu/1532,Jordan,Hashemite Kingdom of Jordan| Hashemite Kingdom of Jordan| Hashemite Kingdom of Jordan| Hashemite Kingdom of Jordan| Hashemite Kingdom of Jordan
ASEAN countries| South-East Asia| ASEAN countries| South-East Asia,,,http://eurovoc.europa.eu/1555,Cambodia,Kampuchea| Kampuchea| Kingdom of Cambodia| Kingdom of Cambodia
ACP countries| EAC countries| East Africa,,,http://eurovoc.europa.eu/1557,Kenya,Republic of Kenya| Republic of Kenya| Republic of Kenya
Micronesia| ACP countries| countries of the Pacific Community| Micronesia| ACP countries| countries of the Pacific Community,,,http://eurovoc.europa.eu/1559,Kiribati,Republic of Kiribati| Republic of Kiribati| Republic of Kiribati| Gilbert Islands| Gilbert Islands| Gilbert Islands
GCC countries| Arab League countries| Gulf States| OPEC countries,,,http://eurovoc.europa.eu/1560,Kuwait,State of Kuwait| State of Kuwait| State of Kuwait| State of Kuwait
animal product| animal product,,sheep| natural fibre,http://eurovoc.europa.eu/1564,wool,
trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations| trade relations,,common market| multilateral agreement| developing countries| international agreement| trade policy| protective clause| bilateral agreement| trade cooperation| most favoured nation| tariff negotiations| trade agreement (EU)| common market| multilateral agreement| developing countries| international agreement| trade policy| protective clause| bilateral agreement| trade cooperation| most favoured nation| tariff negotiations| trade agreement (EU),http://eurovoc.europa.eu/1567,trade agreement,trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade negotiations| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty| trade treaty
ASEAN countries| South-East Asia,,,http://eurovoc.europa.eu/1584,Laos,Lao People’s Democratic Republic| Lao People’s Democratic Republic
regions of Italy,,,http://eurovoc.europa.eu/1586,Latium,
,,,http://eurovoc.europa.eu/1587,America,American countries
source of law| source of law| source of law| source of law,,legislative procedure| legislative power| legislative procedure| legislative power,http://eurovoc.europa.eu/1589,legislation,legislative provision| legislative provision| legislative act| legislative act
Latin America,,,http://eurovoc.europa.eu/1606,Central America,
Southern Africa| ACP countries| Southern Africa| ACP countries,,,http://eurovoc.europa.eu/1611,Lesotho,Kingdom of Lesotho| Kingdom of Lesotho| Basutoland| Basutoland
Mashreq| Mediterranean third countries| Arab League countries,,,http://eurovoc.europa.eu/1613,Lebanon,Lebanese Republic| Lebanese Republic| Lebanese Republic
West Africa| ACP countries| Ecowas countries,,,http://eurovoc.europa.eu/1617,Liberia,Republic of Liberia| Republic of Liberia| Republic of Liberia
communications industry,,literature,http://eurovoc.europa.eu/1629,bookshop,
,,,http://eurovoc.europa.eu/1632,Latin America,
Great Maghreb| CAEU countries| Arab League countries| Arab Common Market countries| OPEC countries| Great Maghreb| CAEU countries| Arab League countries| Arab Common Market countries| OPEC countries,,,http://eurovoc.europa.eu/1639,Libya,Libyan Arab Jamahiriya| Libyan Arab Jamahiriya| Libyan Arab Jamahiriya| Libyan Arab Jamahiriya| Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya
non-metallic ore,,carcinogenic substance,http://eurovoc.europa.eu/1643,asbestos,
Western Europe| Council of Europe countries| EFTA countries,,,http://eurovoc.europa.eu/1649,Liechtenstein,Principality of Liechtenstein| Principality of Liechtenstein| Principality of Liechtenstein
coal,,,http://eurovoc.europa.eu/1656,lignite,
regions of Italy,,,http://eurovoc.europa.eu/1659,Liguria,
regions of the Netherlands,,,http://eurovoc.europa.eu/1660,Limburg,
arts| arts| arts| arts| arts| arts,,cultural heritage| literary and artistic property| cultural prize| cultural heritage| literary and artistic property| cultural prize,http://eurovoc.europa.eu/1680,literature,poem| poem| poem| novel| novel| novel
marine environment| marine environment| marine environment,,coastal pollution| coastal region| coastal protection,http://eurovoc.europa.eu/1683,littoral,coast| coast| coast
information technology industry| information technology industry| information technology industry| information technology industry| information technology industry,,browser| browser| browser| browser| browser,http://eurovoc.europa.eu/1696,software,software package| computer programming| software engineering| computer programme| software industry
regions of Italy,,,http://eurovoc.europa.eu/1701,Lombardy,
regions of France,,,http://eurovoc.europa.eu/1702,Lorraine,
EU Member State| WEU countries| Benelux countries| Western Europe| OECD countries| Council of Europe countries| NATO countries,,,http://eurovoc.europa.eu/1712,Luxembourg,Grand Duchy of Luxembourg| Grand Duchy of Luxembourg| Grand Duchy of Luxembourg| Grand Duchy of Luxembourg| Grand Duchy of Luxembourg| Grand Duchy of Luxembourg| Grand Duchy of Luxembourg
regions of Greece,,,http://eurovoc.europa.eu/1717,Macedonia,
ACP countries| East Africa| ACP countries| East Africa,,,http://eurovoc.europa.eu/1729,Madagascar,Republic of Madagascar| Republic of Madagascar| Malagasy Republic| Malagasy Republic
regions of Portugal,,,http://eurovoc.europa.eu/1730,Madeira,Autonomous region of Madeira
Great Maghreb,,,http://eurovoc.europa.eu/1734,Maghreb,
non-ferrous metal,,,http://eurovoc.europa.eu/1736,magnesium,
ACP countries| East Africa| ACP countries| East Africa,,,http://eurovoc.europa.eu/1766,Malawi,Republic of Malawi| Republic of Malawi| Nyasaland| Nyasaland
APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia,,,http://eurovoc.europa.eu/1767,Malaysia,Eastern Malaysia| Eastern Malaysia| Eastern Malaysia| West Malaysia| West Malaysia| West Malaysia| Malaya| Malaya| Malaya| Labuan| Labuan| Labuan| Sabah| Sabah| Sabah| Peninsular Malaysia| Peninsular Malaysia| Peninsular Malaysia| Sarawak| Sarawak| Sarawak
SAARC countries| South Asia| SAARC countries| South Asia,,,http://eurovoc.europa.eu/1768,Maldives,Republic of Maldives| Republic of Maldives| Maldive Islands| Maldive Islands
West Africa| ACP countries| Ecowas countries| WAEMU countries,,,http://eurovoc.europa.eu/1769,Mali,Republic of Mali| Republic of Mali| Republic of Mali| Republic of Mali
South America| United Kingdom OCT| South America| United Kingdom OCT| South America| United Kingdom OCT| South America| United Kingdom OCT,,,http://eurovoc.europa.eu/1771,Falkland Islands,South Georgia| South Georgia| South Sandwich Islands| South Sandwich Islands| Falklands| Falklands| Malvinas| Malvinas
EU Member State| Southern Europe| Council of Europe countries| EU Member State| Southern Europe| Council of Europe countries,,,http://eurovoc.europa.eu/1774,Malta,Republic of Malta| Republic of Malta| Republic of Malta| Gozo| Gozo| Gozo
non-ferrous metal,,,http://eurovoc.europa.eu/1779,manganese,
,,transport market| supply and demand| agricultural market| transport market| supply and demand| agricultural market| transport market| supply and demand| agricultural market| transport market| supply and demand| agricultural market,http://eurovoc.europa.eu/1786,market,market situation| market situation| market situation| market State| market State| market State| market structure| market structure| market structure| market operation| market operation| market operation
regions of Italy,,,http://eurovoc.europa.eu/1813,Marches,
Maghreb| Mediterranean third countries| Arab League countries,,,http://eurovoc.europa.eu/1819,Morocco,Kingdom of Morocco| Kingdom of Morocco| Kingdom of Morocco
French West Indies| French overseas department and region| French West Indies| French overseas department and region,,,http://eurovoc.europa.eu/1822,Martinique,
applied sciences| applied sciences| applied sciences,,scientific calculation| statistics| simulation,http://eurovoc.europa.eu/1835,mathematics,geometry| geometry| geometry
primary product,,,http://eurovoc.europa.eu/1839,raw material,reference material
ACP countries| East Africa| ACP countries| East Africa| ACP countries| East Africa| ACP countries| East Africa,,,http://eurovoc.europa.eu/1841,Mauritius,Island of Mauritius| Island of Mauritius| Republic of Mauritius| Republic of Mauritius| Island of Mauritius| Island of Mauritius| Republic of Mauritius| Republic of Mauritius
