sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
,commensalism,biology| epibiotism| assemblages| ecology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/simbiosi,symbiosis,,http://dbpedia.org/resource/Category:Symbiosis
,,asymmetric distribution| habit| crystal field| crystal form| crystal chemistry| Baveno twin law| structural crystallography| twinning plane| crystallography| crystal growth| crystal systems| Miller indices| crystal structure,http://linkeddata.ge.imati.cnr.it/resource/ThIST/simmetria,symmetry,,http://dbpedia.org/resource/Category:Symmetry
,,data processing| virtual reality| digital simulation| visualization| mathematical geology| models| mathematical models| analog simulation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/simulazione,simulation,,http://dbpedia.org/resource/Category:Simulation
Far East| Malaysian Peninsula| Asia| Indochina| Singapore Singapore| Singapore,Singapore Singapore| Singapore,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura,Singapore,,http://dbpedia.org/resource/Category:Singapore
Far East| Malaysian Peninsula| Asia| Indochina| Singapore Singapore| Singapore,Singapore Singapore| Singapore,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura,Singapore Singapore,,http://dbpedia.org/resource/Category:Singapore
,acceleration,seismic energy| Richter Scale| isochrons| neotectonics| amplitude distortion| seismic velocity| Benioff zone| SKP-waves| tilt| traveltime curves| volcanology| isoseismic maps| signal-to-noise ratio| maximum entropy analysis| wave amplification| seismic networks| seismic zoning| seismograms| phase distortion| relaxation energy| Lg-waves| P-waves| coda waves| ScS-waves| faults| SKS-waves| sounding| strain relaxation| toroidal mode| Hilbert transformations| stress| tiltmeters| PKiKP-waves| accelerometers| vibration| PKS-waves| Backus-Gilbert analysis| seismic prospecting| Pn-waves| very-low frequency| spheroidal mode| Love waves| time variations| SH-waves| main shocks| phase transitions| induced earthquakes| seismicity| reflection| microearthquakes| S-waves| surface waves| multichannel methods| focus| clinometers| spherical models| homogeneity| earthquakes| geodesy| F layer| impedance| geophysics| geophysical methods| tangential discontinuities| ground motion| Kalman filters| core-mantle boundary| attenuation| arrival time| vertical discontinuities| Rayleigh waves| Green function| aftershocks| seismic intensity| nuclear explosions| Conrad discontinuity| half-space| mantle| velocity structure| explosions| direct problem| paleoseismicity| elastic properties| short-period waves| epicenters| solid-earth geophysics| plate tectonics| traveltime residuals| marker beds| seismic equipment| seismic gaps| elastic waves| seismotectonics| traveltime| PPS-waves| raypaths| aseismic| b-values| swarms| acoustical properties| PKP-waves| Sn-waves| inverse problem| frequency domain analysis| Q| horizontal discontinuities| three-dimensional models| propagation| strong motion| two-dimensional models| seismic discontinuities| low-velocity zones| PPP-waves| dilatometric test| body waves| dilatancy| near-field| Mohorovicic discontinuity| Stoneley waves| precursors| high-resolution methods| acoustical emissions| curved seismic interface| PcP-waves| signal distortion| vertical seismic profiles| observatories| seismic surveys| microseisms| seismotectonic maps| near-field spectra| teleseismic signals| Earth| far-field| deformation| filters| discontinuities| PS-waves| anisotropy| mathematical transformations| group velocity| acoustical waves| strain| Bullard discontinuity| seismicity maps| high-level mode| refraction| absorption and scattering| inclined seismic interface| seismic moment| seismic response| seismic sources| seismographs| stress drops| anelastic materials| PP-waves| core| crust| modified Mercalli scale| non-linear distortion| SV-waves| tectonophysics| tomography| Wiener-Hopf analysis| deconvolution| deep seismic sounding| amplitude| diffraction| phase velocity| Airy waves| seismic migration| accelerograms| long-period waves| waveforms| spectral analysis| Thomson-Haskell analysis| wave dispersion| wave absorption| signals| Gruneisen parameters| periodicity| noise| distortion| dilatometers| magnitude-frequency ratio| shock waves| heterogeneity| Gutenberg discontinuity| interior| anelasticity| linear distortion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sismologia,seismology,,http://dbpedia.org/resource/Category:Seismology
,multilayer hydrologic systems,faults| closed systems| en echelon faults| open systems| systems analogs| grabens| geothermal systems| coordinate systems| folds| synclinoria| fractures| geographic information systems| anticlinoria| horsts| information systems,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sistema,systems,,http://dbpedia.org/resource/Category:Systems
Macedonia,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/skopje,Skopje,,http://dbpedia.org/resource/Category:Skopje
Poland| Europe| Europa Island| Central Europe,,Poland| Lower Silesia| Upper Silesia| Germany| Czech Republic| Moravia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/slesia,Silesia,,http://dbpedia.org/resource/Category:Silesia
Europe| Europa Island| Southern Europe,Ljubljana Slovenia,Isonzo River| Alps| Isonzo River Basin| Karawanken| Dinaridi Alps| Carnic Alps| Yugoslavia| Julian Alps| Adriatic region| Timavo River| Pannonian Basin| Istria,http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovenija1991-,Slovenia,,http://dbpedia.org/resource/Category:Slovenia
Europe| Europa Island| Central Europe,Carpathians| Bratislava,Morava River valley| Czechoslovakia| Danube River Basin| Danube River| Czech Republic| Pannonian Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-,Slovakia,,http://dbpedia.org/resource/Category:Slovakia
,ENI Company,industry| national policy| economic geology| corporate policy| economics| company diversification| company integration| company mergers,http://linkeddata.ge.imati.cnr.it/resource/ThIST/societa,companies,,http://dbpedia.org/resource/Category:Companies
metals| alkali metals,Na-22| Na-24,lithophile elements| sodium ion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sodio,sodium,,http://dbpedia.org/resource/Category:Sodium
,,solar energy| solar system| solar cycles| solar nebula| planetology| planets| solar wind| Moon| solar activity,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sole,Sun,,http://dbpedia.org/resource/Category:Sun
,natrojarosite| ktenasite| aphthitalite| melanterite| minerals| leadhillite| bassanite| alabaster| gypsum| barite| langite| aluminite| kainite| syngenite| langbeinite| khademite| alunite| anhydrite| serpierite| thaumasite| anglesite| posnjakite| rhomboclase| schroeckingerite| ammoniojarosite| pickeringite| hexahydrite| natroalunite| copiapite| devilline| glauberite| alum| polyhalite| lazurite| linarite| thenardite| rozenite| brochantite| chalcanthite| arcanite| jarosite| celestite| epsomite| vanthoffite| kieserite| metavoltine| mirabilite| lanarkite| susannite| motukoreaite| bloedite| ettringite,sodium sulfate| calcium sulfate| hauyne| sulfate ion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/solfati,sulfates,,http://dbpedia.org/resource/Category:Sulfates
,gustavite| pavonite| vaesite| sphalerite| stannite| galkhaite| luzonite| fizelyite| dimorphite| nagyagite| idaite| siegenite| ullmannite| chalcosiderite| tennantite| alloclasite| marcasite| colusite| alabandite| berthierite| cinnabar| mawsonite| briartite| pyrrhotite| parapierrotite| kermesite| galenobismutite| andorite| realgar| braggite| polydymite| chalcocite| minerals| herzenbergite| erlichmanite| haycockite| digenite| robinsonite| emplectite| valleriite| oxysulfides| argentite| chalcostibite| anilite| heyrovskyite| wurtzite| troilite| violarite| joseite| cattierite| mooihoekite| cylindrite| acanthite| stephanite| linnaeite| heazlewoodite| parkerite| djurleite| gudmundite| mackinawite| jordanite| chalcopyrite| aikinite| carrollite| lorandite| cosalite| stannoidite| daubreelite| bravoite| galena| molybdenite| greenockite| sternbergite| stibnite| lillianite| cubanite| laurite| oldhamite| cuprobismutite| lazurite| orpiment| tetradymite| pentlandite| tungstenite| franckeite| talnakhite| cooperite| owyheeite| helvite| zinckenite| bornite| plagionite| greigite| arsenosulfides| gersdorffite| pyrite| junoite| arsenopyrite| shandite| betekhtinite| fuloppite| bismutite| millerite| semseyite| covellite| gladite| tochilinite| cobaltite| bismuthinite,gossan| hydrogen sulfide| black smokers| sulfur spring,http://linkeddata.ge.imati.cnr.it/resource/ThIST/solfuri,sulfides,,http://dbpedia.org/resource/Category:Sulfides
,,solid solution| undersaturated| geochemistry| aqueous solutions| solution| electrophoresis| stylolites| reagents| leachate| titrimetry| dissolved substance transport| compaction,http://linkeddata.ge.imati.cnr.it/resource/ThIST/soluzione,solutions,,http://dbpedia.org/resource/Category:Solutions
Africa| East Africa,Muqdisho Somalia| Afar Depression| Migiurtin,Gulf of Adenl,http://linkeddata.ge.imati.cnr.it/resource/ThIST/soomaaliya,Somalia,,http://dbpedia.org/resource/Category:Somalia
,,economics,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sovvenzione,subsidies,,http://dbpedia.org/resource/Category:Subsidies
,,phylogeny| paleontology| species diversity| biologic evolution,http://linkeddata.ge.imati.cnr.it/resource/ThIST/speciazione,speciation,,http://dbpedia.org/resource/Category:Speciation
solution features,,stalagmites| caves| stalactites| geomorphology| speleology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/speleotema,speleothems,,http://dbpedia.org/resource/Category:Speleothems
,radio-frequency spectroscopy| accelerator mass spectroscopy| inductively coupled plasma methods| microwave spectroscopy| gamma-ray spectroscopy| ultraviolet spectroscopy| Raman spectroscopy| alpha-ray spectroscopy| emission spectroscopy| Auger spectroscopy| Mossbauer spectroscopy| mass spectroscopy| infrared spectroscopy| electron paramagnetic resonance| X-ray spectroscopy| nuclear magnetic resonance| optical spectroscopy,wavelength| trace-element analyses| ultraviolet spectra| flame photometry| alpha rays| Mossbauer spectra| colorimetry| emission spectra| electron probe| thermal analysis| differential thermal analysis| chromatography| absorption spectroscopy| geochemistry| secondary ion mass spectroscopy| neutron probe data| NMR spectra| mass spectra| X-ray fluorescence spectra| Raman spectra| optical spectra| laser methods| plasma emission spectroscopy| laser ranging| crystallography| infrared spectra| X-ray spectra| analysis| X-ray diffraction analysis| analytical method| major-element analyses| surface properties| neutron probe| spectra| X-ray analysis| ion probe| electron microscopy| ion probe data| interlaboratory comparison| electron probe data| absorption| EPR spectra| X-ray fluorescence| atomic absorption| standard materials| gamma-ray spectra| wave dispersion| photometry| clay mineralogy| neutron activation analysis| spectrophotometry,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spettrometria,spectroscopy,,http://dbpedia.org/resource/Category:Spectroscopy
shore features,beach profile,barrier islands| littoral erosion| paleoecology| lacustrine features| beach ridges| landform evolution| sedimentation| coastal environment| lagoons| chenier plains| geomorphology| berms| littoral zone| capes| spits| foredunes| coastlines| shorelines| coast| barrier beaches| foreshore,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spiaggia,beaches,,http://dbpedia.org/resource/Category:Beaches
United States of America,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spindletop,Texas,,http://dbpedia.org/resource/Category:Texas
,,gravity field| mathematical methods,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spline,splines,,http://dbpedia.org/resource/Category:Splines
Tetrapoda| Lepidosauria| Diapsida| Chordata| Vertebrata| Reptilia,Lacertilia| Mosasauridae,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/squamata,Squamata,,http://dbpedia.org/resource/Category:Squamata
,,electromagnetic methods| magnetic methods| magnetotelluric methods| instruments| magnetic surveys| magnetometers| electromagnetic logging,http://linkeddata.ge.imati.cnr.it/resource/ThIST/squid,SQUID,,http://dbpedia.org/resource/Category:Squid
,,tin ores| cassiterite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stagno,tin,,http://dbpedia.org/resource/Category:Tin
,,petrology| paleontology| petrography| sample preparation| thin sections| paleobotany,http://linkeddata.ge.imati.cnr.it/resource/ThIST/staining,staining,,http://dbpedia.org/resource/Category:Staining
,,statistical analysis| populations,http://linkeddata.ge.imati.cnr.it/resource/ThIST/statistica,statistics,,http://dbpedia.org/resource/Category:Statistics
,,chemical reactions| geochemistry| exothermal reaction| endothermic reactions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stechiometria,stoichiometry,,http://dbpedia.org/resource/Category:Stoichiometry
,,seismic networks| networks| geophysical methods| electrical methods| geophysical surveys,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stendimento,arrays,,http://dbpedia.org/resource/Category:Arrays
crystal chemistry,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stereochimica,stereochemistry,,http://dbpedia.org/resource/Category:Stereochemistry
organic materials,sterols,biochemistry,http://linkeddata.ge.imati.cnr.it/resource/ThIST/steroide,steroids,,http://dbpedia.org/resource/Category:Steroids
organic materials| steroids| alcohols,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sterolo,sterols,,http://dbpedia.org/resource/Category:Sterols
Sweden,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stockholm,Stockholm,,http://dbpedia.org/resource/Category:Stockholm
Europe| Europa Island| United Kingdom| Western Europe| England,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stonehenge,Stonehenge,,http://dbpedia.org/resource/Category:Stonehenge
,,hystorical eruption,http://linkeddata.ge.imati.cnr.it/resource/ThIST/storia,history,,http://dbpedia.org/resource/Category:History
,,plutonism| actualism| survey organizations| neptunism,http://linkeddata.ge.imati.cnr.it/resource/ThIST/storiadellageologia,history,,http://dbpedia.org/resource/Category:History
,,planar bedding structures| stratification| laminated structure| flaggy texture,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratificazionesottile,bedding,,http://dbpedia.org/resource/Category:Bedding
,paraconformity| lenses| erosional unconformities,biozones| type sections| sequence stratigraphy| biomarkers| sea-level changes| biogeography| stratigraphic sequence| lithostratigraphic unit| bibliography| chronostratigraphy| heteropy| facies analysis| paleontology| palynology| type localities| biostratigraphy| geochronology| conformity| unconformities| Eratosthenian| member| key beds| lithostratigraphy| stratigraphic columns| UBSU| lexicons| continental drift| actualism| stratigraphic wedges| education| paleomagnetism| boundary| stratigraphic units| guide fossils| historical geology| stratigraphic gaps| magnetostratigraphy| micropaleontology| geology| seismic stratigraphy| transgression| diachronism| outliers| range| hanging wall| succession| chronostratigraphic unit| catalogs| basin analysis| punctuated aggradational cycles| chemostratigraphy| glossaries| cross sections| tectonostratigraphic units| glacial geology| regression| nonconformities| stratotypes| paleogeography| correlation| formation| isopach maps| biostratigraphic unit,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratigrafia,stratigraphy,,http://dbpedia.org/resource/Category:Stratigraphy
volcanoes| volcanic features,,Mount Etna Italy| shield volcanoes| Vesuvius| lateral eruption| cones,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratovulcano,stratovolcanoes,,http://dbpedia.org/resource/Category:Stratovolcanoes
metals| alkaline earth metals,Sr-90| Sr-87| Sr/Ca| Sr-85| Sr-89| Sr-87/Sr-86| Sr-86| Rb-87/Sr-86,strontium ores| Rb/Sr| isotopes| Sr/Sr,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stronzio,strontium,,http://dbpedia.org/resource/Category:Strontium
,,active layer| periglacial features| polygonal ground| patterned ground| geomorphology| frost action| glacial geology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/strutturapoligonale,polygons,,http://dbpedia.org/resource/Category:Polygons
Europe| Europa Island| Scandinavia| Western Europe,Helsinki Finland| Lapland,Baltic Shield| Fennoscandia| Gulf of Finland| Lapland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/suomi,Finland,,http://dbpedia.org/resource/Category:Finland
Middle East| Asia,Damascus Syria,Eufrate River Valley| Mesopotamia| Eufrate River| Mediterranean region| Near East| Great Rift Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/suriyah,Syria,,http://dbpedia.org/resource/Category:Syria
Norway| Europe| Europa Island,Spitsbergen,Arctic region| Arctic Ocean| Greenland Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/svalbard,Svalbard,,http://dbpedia.org/resource/Category:Svalbard
Europe| Europa Island| Scandinavia| Western Europe,Uppsala Sweden| Skane| Stockholm| Gotland Sweden| Norrbotten Sweden| Lapland,Baltic Shield| Fennoscandia| Baltic Glaciation| Lapland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sverige,Sweden,,http://dbpedia.org/resource/Category:Sweden
,,economic geology| well development| exploration| ground water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sviluppo,development,,http://dbpedia.org/resource/Category:Development
Europe| Europa Island| Central Europe,"Vaud Switzerland| Lake of Zurich| Swiss Alps| Saint Gall Switzerland| Jura Mountains| Lepontine Alps| Bernese Alps| Ticino Switzerland| Cantone di Berna| Bergell Massif| Swiss Molasse Basin| Uri Switzerland| Lugano Lake| Tessin River| Swiss Rhine Graben| Lake Geneva| Gotthard Massif| Swiss Jura Mountains| Pennine Alps| Aar Valley| Tavetsch| Aar Massif| Reno River,Italy| Valais Switzerland| Jura Switzerland",Alps| Gargasian| Zona Ceneri| Western Alps| Lake Constance| Rhine Valley| Mont Blanc| Rhine Graben| Rhine Basin| Rhone Valley| Mount Cervino| Silvretta Group| Central Alps| Tessin River| Simplon region| Simplon| Rhine River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/svizzera,Switzerland,,http://dbpedia.org/resource/Category:Switzerland
Africa| Southern Africa,Mbabane Swaziland,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland,Swaziland,,http://dbpedia.org/resource/Category:Swaziland
metals,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tallio,thallium,,http://dbpedia.org/resource/Category:Thallium
,,pH| geochemistry| alkalinity| acids| reagents,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tampone,buffers,,http://dbpedia.org/resource/Category:Buffers
oxides,betafite| niobotantalates| microlite| ixiolite| columbite| pyrochlore| wodginite,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tantalati,tantalates,,http://dbpedia.org/resource/Category:Tantalates
metals,,heavy metals| tantalum ores| niobium,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tantalio,tantalum,,http://dbpedia.org/resource/Category:Tantalum
,Dar es Salaam| Kilimanjaro,Lake Tanganyika| Lake Victoria| Nyasa Lake,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tanzania,Tanzania,,http://dbpedia.org/resource/Category:Tanzania
Uzbekistan,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tashkent,Tashkent,,http://dbpedia.org/resource/Category:Tashkent
,,cladistics| extinct taxa| phenotypes| paleontology| holotypes| classification| homonymy| miscellanea| new names| paratypes| type specimens| incertae sedis| range| new taxa| revision| heteromorphic taxa| syntype| morphometry| synonymy| lectotypes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tassonomia,taxonomy,,http://dbpedia.org/resource/Category:Taxonomy
Africa| West Africa,Tibesti Massif,Sahel| Chad Basin| Lake Chad| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad,Chad,,http://dbpedia.org/resource/Category:Chad
metals,Tc-99,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecnezio,technetium,,http://dbpedia.org/resource/Category:Technetium
,,irradiation| measurement-while-drilling| sampling| precision| instruments| sample preparation| quality controls| methods,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecniche,techniques,,http://dbpedia.org/resource/Category:Techniques
,,technology transfer| production control| mining geology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecnologia,technology,,http://dbpedia.org/resource/Category:Technology
,lapilli| volcanic bomb| cinder| volcanic ash| tuff,tuffite| tephrochronology| pyroclastics,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tefra,tephra,,http://dbpedia.org/resource/Category:Tephra
,,measurement| laser ranging| multispectral analysis| microwave methods| Landsat| remote sensing,http://linkeddata.ge.imati.cnr.it/resource/ThIST/telemetria,telemetry,,http://dbpedia.org/resource/Category:Telemetry
,minerals,tellurium,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tellurati,tellurates,,http://dbpedia.org/resource/Category:Tellurates
,,chemical elements| tellurides| heavy metals| tellurates| tellurites| chalcophile elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tellurio,tellurium,,http://dbpedia.org/resource/Category:Tellurium
oxides,,minerals| tellurium,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tellurite,tellurites,,http://dbpedia.org/resource/Category:Tellurites
,nagyagite| moncheite| minerals| petzite| hessite| krennerite| hedleyite| tetradymite| sylvanite| calaverite,tellurium| wehrlite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tellururi,tellurides,,http://dbpedia.org/resource/Category:Tellurides
,low temperature| high temperature,climate| phase equilibria| thermal history| greenhouse effect| thermal waters| heat flow| geologic thermometry| isotherms| Kirchhoff integral| paleotemperature| P-T conditions| specific heat| thermal properties| fluid inclusions| temperature logging| thermocline| cooling| global warming,http://linkeddata.ge.imati.cnr.it/resource/ThIST/temperatura,temperature,,http://dbpedia.org/resource/Category:Temperature
,,climate| runoff| meteorology| hurricanes| precipitation| storm environment| winds| geologic hazards| tempestite| dust storms| atmosphere| monsoons,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tempesta,storms,,http://dbpedia.org/resource/Category:Storms
,,soils| land use,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tempolibero,recreation,,http://dbpedia.org/resource/Category:Recreation
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/terbio,terbium,,http://dbpedia.org/resource/Category:Terbium
,,identification| nomenclature| definition,http://linkeddata.ge.imati.cnr.it/resource/ThIST/terminologia,terminology,,http://dbpedia.org/resource/Category:Terminology
,,termite mounds,http://linkeddata.ge.imati.cnr.it/resource/ThIST/termiti,termites,,http://dbpedia.org/resource/Category:Termites
,,phase equilibria| thermodynamic properties| physical properties| physicochemical properties| adiabatic processes| thermal properties,http://linkeddata.ge.imati.cnr.it/resource/ThIST/termodinamica,thermodynamics,,http://dbpedia.org/resource/Category:Thermodynamics
geophysics,Molise earthquake 1805| Calabria earthquake 1783| Fucino earthquake 1915| induced earthquakes| microearthquakes| Casamicciola earthquake 1883| deep-focus earthquakes| Umbria-Marche earthquake 1997| Friuli earthquake 1976| shallow-focus earthquakes| intermediate-focus earthquakes| Napoli earthquake 1857| seismic hazard| volcanic earthquakes| Abruzzo earthquake 1984| Liguria earthquake 1887| Irpinia earthquake 1980| hystorical earthquake| Messina earthquake 1908,seismic energy| Richter Scale| isoseismic maps| seismic zoning| seismograms| magnitude| intraplate processes| faults| stick-slip| moonquakes| detection| focal mechanism| tiltmeters| vibration| damage| reservoirs| cratering| main shocks| surface waves| applied geology| focus| clinometers| foundations| ground motion| arrival time| aftershocks| seismic intensity| mantle| explosions| paleoseismicity| epicenters| plate tectonics| seismic gaps| elastic waves| geologic hazards| radon emanometry| b-values| swarms| earthquake prediction| Q| rock mechanics| dilatancy| fluid injection| Mohorovicic discontinuity| icequakes| acoustical emissions| quiescence| microseisms| teleseismic signals| GEOS| soil mechanics| seismic moment| seismic response| seismic sources| slope stability| seismographs| stress drops| crust| modified Mercalli scale| effects| foreshocks| seismic migration| accelerograms| microzonation| marsquakes| periodicity| seismology| nuclear facilities| magnitude-frequency ratio,http://linkeddata.ge.imati.cnr.it/resource/ThIST/terremoto,earthquakes,,http://dbpedia.org/resource/Category:Earthquakes
,,bogs| marshes| lacustrine features| shore features| Spartina alterniflora| conservation| geomorphology| vegetation| wilderness areas| grasslands| swamps| ecology| fluvial features,http://linkeddata.ge.imati.cnr.it/resource/ThIST/terreumide,wetlands,,http://dbpedia.org/resource/Category:Wetlands
,neotectonics| extension tectonics| salt tectonics| axial-plane structures| cover tectonics| global tectonics| basement tectonics| superposed tectonics| thin-skinned tectonics| inversion tectonics| gravity tectonics| seismotectonics| compression tectonics| imbricate tectonics| vertical movements| intraplate tectonics| thermotectonics| fault planes| tangential tectonics| transversal tectonics,foliation| epeirogeny| meteor craters| Nevadan Orogeny| autochthons| breccia| volcanology| basin range structure| fault breccia| Alpine Orogeny| shields| suture zones| intraplate processes| Himalayan Orogeny| back-arc basins| faults| continental margin| pull-apart basins| stacking| Acadian Phase| orogenic belts| tectonic breccia| virgations| tectonosphere| tectonic units| sedimentary cover| subsidence| Hercynian Orogeny| alpine-type| volcanotectonics| vertical displacements| structural setting| metamorphic core complexes| terranes| mobile belts| exhumation| thrust faults| isostatic rebound| oroclines| uplifts| orogeny| allochthons| geanticlines| tectogenesis| rifts| horizontal movements| shear zones| undation| deep-seated structures| vergence| structural geology| post-tectonic processes| plate tectonics| basins| continental drift| nappes| atectonic processes| lineation| Pan-African Orogeny| transtensional tectonics| gravity sliding| taphrogeny| basement| Appalachian Phase| crustal thinning| miogeosynclines| Cimmerian Orogeny| intracratonic basins| glaciotectonics| geodynamics| ophiolite complexes| cratons| oceanization| accretionary wedges| Appennine Orogenesis| Cordilleran Orogeny| structural analysis| Assyntic Orogeny| seismic hazard| folds| decollement| thrust sheets| tectonic phase| Cadomian Orogeny| geosynclines| syntectonic processes| windows| forelands| seismotectonic maps| transpression| brittle deformation| lineaments| mobility| fractures| deformation| eugeosynclines| aulacogens| fold belts| tectonic elements| tectonic wedges| klippen| Laramide Orogeny| tectonic platforms| supracrustals| crust| accretion| basin inversion| tectonophysics| crustal shortening| synsedimentary processes| Alleghany Orogeny| exotic terranes| continental accretion| Antler Orogeny| overthrust faults| tectonostratigraphic units| tectonic maps| fold and thrust belts| foreland basins| volcano-tectonic depression| Andean Orogeny| isostasy| fore-arc basins| Asturian Orogeny,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tettonica,tectonics,,http://dbpedia.org/resource/Category:Tectonics
metals,,titanium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/titanio,titanium,,http://dbpedia.org/resource/Category:Titanium
Trinidad and Tobago,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tobago,Tobago,,http://dbpedia.org/resource/Category:Tobago
Africa| West Africa,Lomé Togo,Volta Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo,Togo,,http://dbpedia.org/resource/Category:Togo
Commonwealth of Independent States| Asia,Dushanbe Tajikistan,Hindu Kush| Turkestan| Pamirs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tojikiston,Tajikistan,,http://dbpedia.org/resource/Category:Tajikistan
Polynesia| Oceania,Nuku'alofa Tonga,Pacific Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tonga,Tonga,,http://dbpedia.org/resource/Category:Tonga
,,Global Positioning System| theodolite| soils| hills| terrains| altitude| geodesy| cartography| topographic correction| plains| depressions| karst| geomorphology| uplands| pseudokarst| physiographic provinces| ocean floors| altimetry| topographic maps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/topografia,topography,,http://dbpedia.org/resource/Category:Topography
,,mathematical geology| geometry,http://linkeddata.ge.imati.cnr.it/resource/ThIST/topologia,topology,,http://dbpedia.org/resource/Category:Topology
metals| actinides,U-238/Th-230| Th-232| Th-230| Th-232/Th-230| U-234/Th-230| Th-234| Th-228,Th/Th| Th-230/Ra-226| Th/Pb| radioactive minerals| thorium ores| U/Th/Pb| Th/U| isotopes| Th-232/Th-228| Io/U| Io/Th| Pb/Th,http://linkeddata.ge.imati.cnr.it/resource/ThIST/torio,thorium,,http://dbpedia.org/resource/Category:Thorium
Europe| Europa Island,,Turkey| Greece,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tracia,Thrace,,http://dbpedia.org/resource/Category:Thrace
Europe| Europa Island| Southern Europe,Transylvanian Basin,Transylvanian Alps| Romania,http://linkeddata.ge.imati.cnr.it/resource/ThIST/transilvania,Transylvania,,http://dbpedia.org/resource/Category:Transylvania
,wind transport| marine transport| ice rafting| stream transport| sediment transport| glacial transport| dissolved substance transport,sedimentary evolution| exogenous agent,http://linkeddata.ge.imati.cnr.it/resource/ThIST/trasporto,transport,,http://dbpedia.org/resource/Category:Transport
