Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
Asia| Indian Peninsula;Bhutan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/druk;http://aims.fao.org/aos/agrovoc/c_897;Bhutan;South Asia| South Asia;E;1;0;0;0
Asia| Indian Peninsula;India;http://linkeddata.ge.imati.cnr.it/resource/ThIST/india;http://aims.fao.org/aos/agrovoc/c_3825;India;South Asia| South Asia;E;1;0;0;0
Asia| Indian Peninsula;Nepal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nepal;http://aims.fao.org/aos/agrovoc/c_5124;Nepal;South Asia| South Asia;E;1;0;0;0
Asia| Indian Peninsula| India;Assam India;http://linkeddata.ge.imati.cnr.it/resource/ThIST/assam;http://aims.fao.org/aos/agrovoc/c_675;Assam;India| India| India;E;1;0;0;0
Asia| Indian Peninsula| India;Punjab India;http://linkeddata.ge.imati.cnr.it/resource/ThIST/punjab;http://aims.fao.org/aos/agrovoc/c_6373;Punjab;India| India| India;E;1;0;0;0
Asia| Indochina;Myanmar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/myanmar;http://aims.fao.org/aos/agrovoc/c_1155;Myanmar;South East Asia| South East Asia;E;1;0;0;0
Asia| Jordan| Middle East| Israel;Palestine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palestina;http://aims.fao.org/aos/agrovoc/c_37924;Palestine;Western Asia| Western Asia| Western Asia| Western Asia;E;1;0;0;0
Asia| Middle East;Afghanistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/afghanistan;http://aims.fao.org/aos/agrovoc/c_163;Afghanistan;Southwestern Asia| Southwestern Asia;E;1;0;0;0
Asia| Middle East;Jordan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://aims.fao.org/aos/agrovoc/c_4053;Jordan;Western Asia| Western Asia;E;1;0;0;0
Asia| Middle East;Tigris River;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiumetigri;http://aims.fao.org/aos/agrovoc/c_29747;Tigris River;Asian inland waters| Asian inland waters;E;1;0;0;0
Asia| Middle East;Tigris River;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiumetigri;http://aims.fao.org/aos/agrovoc/c_29747;Tigris River;Rivers| Rivers;E;1;0;0;0
Asia| Middle East;Cyprus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kypros;http://aims.fao.org/aos/agrovoc/c_2080;Cyprus;Southern Europe| Southern Europe;E;1;0;0;0
Asia| Middle East;Syria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/suriyah;http://aims.fao.org/aos/agrovoc/c_7576;Syrian Arab Republic;Western Asia| Western Asia;E;1;0;0;0
Asia| Middle East;Turkey;http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkiye;http://aims.fao.org/aos/agrovoc/c_8013;Turkey;Southern Europe| Southern Europe;E;1;0;0;0
Asia| Middle East;Turkey;http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkiye;http://aims.fao.org/aos/agrovoc/c_8013;Turkey;Western Asia| Western Asia;E;1;0;0;0
Asia| Middle East;Israel;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yisrael;http://aims.fao.org/aos/agrovoc/c_3972;Israel;Western Asia| Western Asia;E;1;0;0;0
Asia| Near East| Middle East;Iraq;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aliraq;http://aims.fao.org/aos/agrovoc/c_3941;Iraq;Western Asia| Western Asia| Western Asia;E;1;0;0;0
Asia| Near East| Middle East;Kuwait;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alkuwayt;http://aims.fao.org/aos/agrovoc/c_4119;Kuwait;Gulf states| Gulf states| Gulf states;E;1;0;0;0
Asia| Near East| Middle East;Lebanon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lubnan;http://aims.fao.org/aos/agrovoc/c_4244;Lebanon;Western Asia| Western Asia| Western Asia;E;1;0;0;0
Atlantic Ocean;Northeast Atlantic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlanticonordorientale;http://aims.fao.org/aos/agrovoc/c_5227;Northeast Atlantic;Eastern Atlantic;E;1;0;0;0
Atlantic Ocean;Northeast Atlantic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlanticonordorientale;http://aims.fao.org/aos/agrovoc/c_5227;Northeast Atlantic;North Atlantic;E;1;0;0;0
Atlantic Ocean;West Atlantic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlanticooccidentale;http://aims.fao.org/aos/agrovoc/c_29125;Western Atlantic;Atlantic Ocean;E;1;0;0;0
Atlantic Ocean;East Atlantic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlanticoorientale;http://aims.fao.org/aos/agrovoc/c_29124;Eastern Atlantic;Atlantic Ocean;E;1;0;0;0
Atlantic Ocean;North Atlantic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlanticosettentrionale;http://aims.fao.org/aos/agrovoc/c_29120;North Atlantic;Atlantic Ocean;E;1;0;0;0
Atlantic Ocean;Caribbean Sea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/marcaribe;http://aims.fao.org/aos/agrovoc/c_1321;Caribbean Sea;Western Central Atlantic;E;1;0;0;0
Atlantic Ocean| Spain;Canary Islands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolecanarie;http://aims.fao.org/aos/agrovoc/c_1241;Canary Islands;Spain| Spain;E;1;0;0;0
atmosphere;troposphere;http://linkeddata.ge.imati.cnr.it/resource/ThIST/troposfera;http://aims.fao.org/aos/agrovoc/c_35034;troposphere;Atmosphere;E;1;0;0;0
atmospheric precipitation;snow;http://linkeddata.ge.imati.cnr.it/resource/ThIST/neve;http://aims.fao.org/aos/agrovoc/c_7124;Snow;precipitation;E;1;0;0;0
atmospheric precipitation| rainfall;acid rain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pioggiaacida;http://aims.fao.org/aos/agrovoc/c_15933;acid rain;precipitation| precipitation;E;1;0;0;0
Australasia| Oceania;Australia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/australia;http://aims.fao.org/aos/agrovoc/c_714;Australia;Oceania| Oceania;E;1;0;0;0
Australasia| Oceania;Australia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/australia;http://aims.fao.org/aos/agrovoc/c_714;Australia;continents| continents;E;1;0;0;0
Australasia| Oceania;New Zealand;http://linkeddata.ge.imati.cnr.it/resource/ThIST/newzealand;http://aims.fao.org/aos/agrovoc/c_5164;New Zealand;Oceania| Oceania;E;1;0;0;0
Australasia| Oceania;Papua New Guinea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/papuanewguinea;http://aims.fao.org/aos/agrovoc/c_5555;Papua New Guinea;Oceania| Oceania;E;1;0;0;0
Australia;Tasmania Australia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tasmania;http://aims.fao.org/aos/agrovoc/c_7622;Tasmania;Australia;E;1;0;0;0
Avellino Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/candida;http://aims.fao.org/aos/agrovoc/c_1247;Candida;Saccharomycetales;E;1;0;0;0
Bari Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/noci;http://aims.fao.org/aos/agrovoc/c_15254;Walnuts;Nuts;E;1;0;0;0
Bari Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monopoli;http://aims.fao.org/aos/agrovoc/c_4920;Monopolies;Imperfect competition;NA;0;0;0;1
Bari Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monopoli;http://aims.fao.org/aos/agrovoc/c_4920;Monopolies;market structure;NA;0;0;0;1
basins| hydrogeologic basin| fluvial features;watersheds;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacinoidrografico;http://aims.fao.org/aos/agrovoc/c_8334;Watersheds;physiographic features| physiographic features| physiographic features;E;1;0;0;0
Bermuda| Carolina| United Kingdom;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hamilton;http://aims.fao.org/aos/agrovoc/c_884;Bermuda;North America| North America| North America;N;0;0;1;0
Bivalvia;Venerida;http://linkeddata.ge.imati.cnr.it/resource/ThIST/venerida;http://aims.fao.org/aos/agrovoc/c_36330;Veneridae;Bivalvia;E;1;0;0;0
Bolzano Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lana;http://aims.fao.org/aos/agrovoc/c_8436;Wool;Animal fibres;E;1;0;0;0
Bolzano Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/perca;http://aims.fao.org/aos/agrovoc/c_5693;Perca;Percoidei;E;1;0;0;0
Bolzano Italy| Central Europe| Austria;Tyrol Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tirolo;http://aims.fao.org/aos/agrovoc/c_8034;Tyrol;Austria| Austria| Austria;E;1;0;0;0
borates;borax;http://linkeddata.ge.imati.cnr.it/resource/ThIST/borace;http://aims.fao.org/aos/agrovoc/c_1011;Borax;Borates;E;1;0;0;0
Brazil;Amazonas Brazil;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amazonas;http://aims.fao.org/aos/agrovoc/c_32372;Amazonia;South America;E;1;0;0;0
Brazil;Amazonas Brazil;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amazonas;http://aims.fao.org/aos/agrovoc/c_32372;Amazonia;geographical regions;E;1;0;0;0
Brazil;Minas Gerais Brazil;http://linkeddata.ge.imati.cnr.it/resource/ThIST/minasgerais;http://aims.fao.org/aos/agrovoc/c_4847;Minas Gerais;Brazil;E;1;0;0;0
Brescia Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/capriolo;http://aims.fao.org/aos/agrovoc/c_24107;Roe deer;deer;E;1;0;0;0
Bulgaria| Europe| Europa Island| Southern Europe;Balkan Mountains;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balcani;http://aims.fao.org/aos/agrovoc/c_799;Balkans;Southern Europe| Southern Europe| Southern Europe| Southern Europe;E;1;0;0;0
Canada;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alberta;http://aims.fao.org/aos/agrovoc/c_243;Alberta;Canada;E;1;0;0;0
Canada;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/manitoba;http://aims.fao.org/aos/agrovoc/c_4585;Manitoba;Canada;E;1;0;0;0
Canada;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/quebec;http://aims.fao.org/aos/agrovoc/c_6404;Quebec;Canada;E;1;0;0;0
Canada;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saskatchewan;http://aims.fao.org/aos/agrovoc/c_6818;Saskatchewan;Canada;E;1;0;0;0
Canada;Newfoundland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/terranova;http://aims.fao.org/aos/agrovoc/c_5167;Newfoundland;Canada;E;1;0;0;0
Canada;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/territoriodelloyukon;http://aims.fao.org/aos/agrovoc/c_8495;Yukon Territory;Canada;E;1;0;0;0
Canada| Europe| Europa Island| Western Europe| United Kingdom| United States of America;Scotland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scozia;http://aims.fao.org/aos/agrovoc/c_6881;Scotland;Great Britain| Great Britain| Great Britain| Great Britain| Great Britain| Great Britain;E;1;0;0;0
Canada| United States of America;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ontario;http://aims.fao.org/aos/agrovoc/c_5358;Ontario;Canada| Canada;E;1;0;0;0
Canadian Shield;Canada;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canada;http://aims.fao.org/aos/agrovoc/c_1236;Canada;North America;E;1;0;0;0
carbonates;calcite;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcite;http://aims.fao.org/aos/agrovoc/c_32396;Calcite;minerals;E;1;0;0;0
carbonates;dolomite;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomite;http://aims.fao.org/aos/agrovoc/c_29215;Dolomite;minerals;E;1;0;0;0
Catanzaro Italy| Crotone Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/melissa;http://aims.fao.org/aos/agrovoc/c_25463;Melissa;Lamiaceae| Lamiaceae;E;1;0;0;0
Central Africa;Angola;http://linkeddata.ge.imati.cnr.it/resource/ThIST/angola;http://aims.fao.org/aos/agrovoc/c_417;Angola;Southern Africa;E;1;0;0;0
Central Africa;Congo River;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiumecongo;http://aims.fao.org/aos/agrovoc/c_29751;Congo River;African inland waters;E;1;0;0;0
Central Africa;Congo River;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiumecongo;http://aims.fao.org/aos/agrovoc/c_29751;Congo River;Rivers;E;1;0;0;0
Central America;Belize;http://linkeddata.ge.imati.cnr.it/resource/ThIST/belize;http://aims.fao.org/aos/agrovoc/c_871;Belize;Central America;E;1;0;0;0
Central America;Honduras;http://linkeddata.ge.imati.cnr.it/resource/ThIST/honduras;http://aims.fao.org/aos/agrovoc/c_3651;Honduras;Central America;E;1;0;0;0
Central America;Nicaragua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nicaragua;http://aims.fao.org/aos/agrovoc/c_5171;Nicaragua;Central America;E;1;0;0;0
Central America| Greater Antilles| Hispaniola;Haiti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ha%C3%AFti;http://aims.fao.org/aos/agrovoc/c_3472;Haiti;Caribbean| Caribbean| Caribbean;E;1;0;0;0
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://aims.fao.org/aos/agrovoc/c_3245;Germany;Western Europe;E;1;0;0;0
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://aims.fao.org/aos/agrovoc/c_4792;Mexico;North America| North America;E;1;0;0;0
China;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yunnan;http://aims.fao.org/aos/agrovoc/c_8496;Yunnan;China;E;1;0;0;0
Chordata;Vertebrata;http://linkeddata.ge.imati.cnr.it/resource/ThIST/vertebrata;http://aims.fao.org/aos/agrovoc/c_331312;Vertebrata;Chordata;E;1;0;0;0
Chordata| Actinopterygii| Holostei| Osteichthyes| Pisces| Vertebrata;Amiidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amiidae;http://aims.fao.org/aos/agrovoc/c_38994;Amiidae;Amiiformes| Amiiformes| Amiiformes| Amiiformes| Amiiformes| Amiiformes;E;1;0;0;0
Chordata| Actinopterygii| Osteichthyes| Pisces| Teleostei| Vertebrata;Cyprinidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cyprinidae;http://aims.fao.org/aos/agrovoc/c_40064;Cyprinidae;Cypriniformes| Cypriniformes| Cypriniformes| Cypriniformes| Cypriniformes| Cypriniformes;E;1;0;0;0
Chordata| Amphibia| Lissamphibia| Tetrapoda| Vertebrata;Anura;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anura;http://aims.fao.org/aos/agrovoc/c_29104;Anura;Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia;E;1;0;0;0
Chordata| Archosauria| Diapsida| Reptilia| Tetrapoda| Vertebrata;Crocodilia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/crocodilia;http://aims.fao.org/aos/agrovoc/c_49102;Crocodilia;Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia;E;1;0;0;0
Chordata| Artiodactyla| Bovidae| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Bison;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bison;http://aims.fao.org/aos/agrovoc/c_939;Bison;ruminants| ruminants| ruminants| ruminants| ruminants| ruminants| ruminants| ruminants| ruminants;E;1;0;0;0
Chordata| Artiodactyla| Cervidae| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Cervus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cervus;http://aims.fao.org/aos/agrovoc/c_34162;Cervus;Cervidae| Cervidae| Cervidae| Cervidae| Cervidae| Cervidae| Cervidae| Cervidae| Cervidae;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Tylopoda| Vertebrata;Camelidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/camelidae;http://aims.fao.org/aos/agrovoc/c_15595;Camelidae;Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Tylopoda| Vertebrata;Camelidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/camelidae;http://aims.fao.org/aos/agrovoc/c_15595;Camelidae;Tylopoda| Tylopoda| Tylopoda| Tylopoda| Tylopoda| Tylopoda| Tylopoda| Tylopoda| Tylopoda;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Bovidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bovidae;http://aims.fao.org/aos/agrovoc/c_1038;Bovidae;Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Cervidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cervidae;http://aims.fao.org/aos/agrovoc/c_1480;Cervidae;Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia| Ruminantia;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Tylopoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tylopoda;http://aims.fao.org/aos/agrovoc/c_331085;Tylopoda;Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Suiformes| Tetrapoda| Theria| Vertebrata;Suidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/suidae;http://aims.fao.org/aos/agrovoc/c_31903;Suidae;Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla;E;1;0;0;0
Chordata| Artiodactyla| Eutheria| Mammalia| Tetrapoda| Theria| Vertebrata;Ruminantia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ruminantia;http://aims.fao.org/aos/agrovoc/c_13994;Ruminantia;Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla| Artiodactyla;E;1;0;0;0
Chordata| Canidae| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Canis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canis;http://aims.fao.org/aos/agrovoc/c_331214;Canis;Canidae| Canidae| Canidae| Canidae| Canidae| Canidae| Canidae| Canidae| Canidae;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Ursidae| Vertebrata;Ursus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ursus;http://aims.fao.org/aos/agrovoc/c_15113;Ursus;Ursidae| Ursidae| Ursidae| Ursidae| Ursidae| Ursidae| Ursidae| Ursidae| Ursidae;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Canidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canidae;http://aims.fao.org/aos/agrovoc/c_15599;Canidae;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Felidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/felidae;http://aims.fao.org/aos/agrovoc/c_15601;Felidae;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Hyaenidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hyaenidae;http://aims.fao.org/aos/agrovoc/c_15603;Hyaenidae;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Mustelidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mustelidae;http://aims.fao.org/aos/agrovoc/c_15605;Mustelidae;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Carnivora| Eutheria| Fissipeda| Mammalia| Tetrapoda| Theria| Vertebrata;Ursidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ursidae;http://aims.fao.org/aos/agrovoc/c_15610;Ursidae;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Carnivora| Eutheria| Mammalia| carnivorous taxa| Tetrapoda| Theria| Vertebrata;Pinnipedia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pinnipedia;http://aims.fao.org/aos/agrovoc/c_5889;Pinnipedia;Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora;E;1;0;0;0
Chordata| Chondrichthyes| Pisces| Vertebrata;Elasmobranchii;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elasmobranchii;http://aims.fao.org/aos/agrovoc/c_10566;Elasmobranchii;Chondrichthyes| Chondrichthyes| Chondrichthyes| Chondrichthyes;E;1;0;0;0
Chordata| Cricetidae| Eutheria| Mammalia| Myomorpha| Rodentia| Tetrapoda| Theria| Vertebrata;Allophaiomys;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus;http://aims.fao.org/aos/agrovoc/c_16325;Microtus;Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae;E;1;0;0;0
Chordata| Cricetidae| Eutheria| Mammalia| Myomorpha| Rodentia| Tetrapoda| Theria| Vertebrata;Microtus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus;http://aims.fao.org/aos/agrovoc/c_16325;Microtus;Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae| Arvicolinae;E;1;0;0;0
Chordata| Diapsida| Lepidosauria| Reptilia| Tetrapoda| Vertebrata;Squamata;http://linkeddata.ge.imati.cnr.it/resource/ThIST/squamata;http://aims.fao.org/aos/agrovoc/c_49091;Squamata;Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia;E;1;0;0;0
Chordata| Diprotodonta| Mammalia| Marsupialia| Metatheria| Tetrapoda| Theria| Vertebrata;Macropodidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/macropodidae;http://aims.fao.org/aos/agrovoc/c_331495;Macropodidae;Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia;E;1;0;0;0
Chordata| Eutheria| Hippomorpha| Mammalia| Perissodactyla| Tetrapoda| Theria| Vertebrata;Equidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equidae;http://aims.fao.org/aos/agrovoc/c_2628;Equidae;Perissodactyla| Perissodactyla| Perissodactyla| Perissodactyla| Perissodactyla| Perissodactyla| Perissodactyla| Perissodactyla;E;1;0;0;0
