,s,o,KindOfLink,sBT,sNT,sRT,sPrefLabel,sAltLabels,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
791,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litostratigrafia,http://dbpedia.org/resource/Category:Lithostratigraphy,E,,,sequence stratigraphy| angular unconformities| stratigraphy| lithostratigraphic unit| heteropy| lithology| type localities| conformity| unconformities| sediments| hardground| stratigraphic wedges| lithotype| stratigraphic units| stratigraphic gaps| seismic stratigraphy| outliers| sedimentary rocks| tectonostratigraphic units| nonconformities| metamorphic rocks,lithostratigraphy,,Lithostratigraphy,,,Stratigraphy,,
792,http://linkeddata.ge.imati.cnr.it/resource/ThIST/luminescenza,http://dbpedia.org/resource/Category:Luminescence,E,,,Fraunhofer line discriminators| geochemistry| fluorescence| electromagnetic radiation| cathodoluminescence| thermoluminescence| X-ray fluorescence| Moon,luminescence,,Luminescence,,,Molecular physics| Energy conversion,,
793,http://linkeddata.ge.imati.cnr.it/resource/ThIST/madeira,http://dbpedia.org/resource/Category:Madeira,E,,Funchal Portugal,West Africa| Portugal| Atlantic Ocean,Madeira,,Madeira,,,Outermost regions of the European Union| Wikipedia categories named after dependent territories| Autonomous Regions of Portugal| Wikipedia categories named after islands| North Africa| NUTS 2 statistical regions of Portugal| Islands of Macaronesia| Integral overseas territories,,
794,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetismo,http://dbpedia.org/resource/Category:Magnetism,E,,,reversals| geomagnetism| archaeomagnetism| paleomagnetism| magnetostratigraphy| magnetic field,magnetism,,Magnetism,,,Electromagnetism,,
795,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetoidrodinamica,http://dbpedia.org/resource/Category:Magnetohydrodynamics,E,,,core| magnetic field,magnetohydrodynamics,,Magnetohydrodynamics,,,Fluid dynamics| Electromagnetism| Hydrodynamics,,
796,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetometro,http://dbpedia.org/resource/Category:Magnetometers,E,,,magnetic observation| SQUID| magnetic methods| isogons| instruments| torsion balance| magnetic surveys| magnetic field| aeromagnetic survey,magnetometers,,Magnetometers,,,Measuring instruments| Magnetic devices,,
797,http://linkeddata.ge.imati.cnr.it/resource/ThIST/manutenzione,http://dbpedia.org/resource/Category:Maintenance,E,,,reservoirs| siltation,maintenance,,Maintenance,,,Waste reduction| Reuse| Applied sciences| Mechanical engineering| Product lifecycle management,,
798,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mare,http://dbpedia.org/resource/Category:Seas,E,,,tidewater glaciers,seas,,Seas,,,Oceanography| Oceans| Bodies of water| Coastal and oceanic landforms,,
799,http://linkeddata.ge.imati.cnr.it/resource/ThIST/massa,http://dbpedia.org/resource/Category:Mass,E,,,mass spectra| specific surface| mass spectroscopy| Earth| mass balance,mass,,Mass,,,Matter| Physical quantities,,
800,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mauritius,http://dbpedia.org/resource/Category:Mauritius,E,,Port Louis Mauritius,Indian Ocean,Mauritius,,Mauritius,,,Miocene volcanism| Island countries| States and territories established in 1968| Member states of the Organisation internationale de la Francophonie| East African countries| Wikipedia categories named after islands| Countries in Africa| Islands of the Indian Ocean| Member states of the Commonwealth of Nations| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Hotspot volcanoes| Republics,,
801,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meccanica,http://dbpedia.org/resource/Category:Mechanics,E,,,faults| stick-slip| land subsidence| flexural-slip| plate tectonics| shear| rock mechanics| folds| decollement| soil mechanics,mechanics,,Mechanics,,,Concepts in physics| Subfields of physics| Mechanical engineering,,
802,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercato,http://dbpedia.org/resource/Category:Markets,E,,,economics| demand| supply| market stabilization,markets,,Markets,,,,,
803,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metabolismo,http://dbpedia.org/resource/Category:Metabolism,E,,,diet| nutrition,metabolism,,Metabolism,,,Cellular processes| Biochemistry,,
804,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metallurgia,http://dbpedia.org/resource/Category:Metallurgy,E,,ferroalloys,steel| metals| hydrometallurgy| alloys| metal ores| annealing,metallurgy,,Metallurgy,,,Mining| Chemistry| Metals| Materials science,,
805,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorite,http://dbpedia.org/resource/Category:Meteorites,E,,diogenite| chondrites| Canyon Diablo Meteorites| nakhlite| ureilite| iron meteorites| micrometeorites| L chondrites| howardite| aubrite| stony irons| siderophyres| carbonaceous chondrites| enstatite chondrites| SNC Meteorites| angrite| shergottite| stony meteorites| lodranite| mesosiderite| eucrite| octahedrite| chassignite| hexahedrite| ordinary chondrites| achondrites| H chondrites| LL chondrites| HL chondrites| pallasite,schreibersite| meteor craters| interplanetary dust| suevite| petrology| cratering| impact features| moissanite| taenite| ureyite| extraterrestrial geology| sintering| geochemistry| shatter cones| troilite| asteroids| impactite| meteorite flux| kamacite| australite| extraterrestrial origin| calcium-aluminum inclusions| solar system| planetology| relict materials| chondrules| isotopes| impacts| meteoroids| parent bodies| comets| Moon| meteors| maskelynite| impact structures| tektites,meteorites,,Meteorites,,,Meteoroids| Rocks,,
806,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteoroide,http://dbpedia.org/resource/Category:Meteoroids,E,,,asteroids| interplanetary space| meteorites| planets| parent bodies| meteors| cosmic dust,meteoroids,,Meteoroids,,,Planetary science| Bodies of the Solar System,,
807,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorologia,http://dbpedia.org/resource/Category:Meteorology,E,,,climate| cyclones| atmospheric precipitation| rain storm| hurricanes| global| humidity| pluviometry| hail| electromagnetic waves| hydrology| boundary interactions| climate-induced circulation| lightning| droplets| geophysics| winds| waves| convection| raindrops| isobars| rain gage| turbulence| hydrologic cycle| diffusion| circulation| meteorological observatory| observatories| storms| turbidity| clouds| atmosphere| water| air-sea interface| lidar method| aerosols| troposphere| Foehn,meteorology,,Meteorology,,,Applied and interdisciplinary physics| Oceanography| Physical geography| Atmospheric sciences,,Oceanography| Climatology
808,http://linkeddata.ge.imati.cnr.it/resource/ThIST/microorganismo,http://dbpedia.org/resource/Category:Microorganisms,E,,,pollen| fungi| soils| geomicrobiology| algae| Protista| faunal studies| biota| microfossils| bacteria| floral studies,microorganisms,,Microorganisms,,,Microbiology| Organisms| Antonie van Leeuwenhoek,,
809,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineraliidrati,http://dbpedia.org/resource/Category:Hydrates,E,,francoanellite,minerals| fuchsite,hydrates,,Hydrates,,,Forms of water| Oxygen compounds| Hydrogen compounds| Chemical compounds| Water chemistry,,
810,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineralogia,http://dbpedia.org/resource/Category:Mineralogy,E,,,phase equilibria| petrology| bibliography| crystal chemistry| type localities| minerals| atomic packing| microscope methods| goniometry| lexicons| crystallography| reaction rims| crystal growth| binary system| mineral data| collecting| reflectance| optical mineralogy| optical properties| collections| catalogs| crystal zoning| mineral inventory| ore microscopy| Miller indices| decrepitation| clay mineralogy| crystal structure,mineralogy,,Mineralogy,,,Minerals| Subfields of geology,,
811,http://linkeddata.ge.imati.cnr.it/resource/ThIST/miniera,http://dbpedia.org/resource/Category:Mines,E,,coal mines| abandoned mines| small mines,surface mining| quarries| strip mining| land subsidence| mining| cut-and-fill mining| underground mining| economic geology| mining licences| longwall mining| mine reactivation| acid mine drainage| solution mining| seams| gold field| mine drainage| land use| underground installations| roof control| mining geology| open-pit mining,mines,,Mines,,,Mining| Subterranea (geography),,
812,http://linkeddata.ge.imati.cnr.it/resource/ThIST/misurazione,http://dbpedia.org/resource/Category:Measurement,E,,,measurement-while-drilling| theodolite| hydrometers| geodesy| heat flow| conductivity| telemetry| thermal conductivity| geothermal gradient,measurement,,Measurement,,,Scientific observation| Applied sciences,,
813,http://linkeddata.ge.imati.cnr.it/resource/ThIST/modello,http://dbpedia.org/resource/Category:Models,E,,multi-layer models,data processing| physical models| theoretical models| one-dimensional models| infinite models| four-dimensional models| digital simulation| simulation| spherical models| semi-infinite models| mathematical models| two-phase models| three-dimensional models| two-dimensional models| numerical models| scale models| digital terrain models| representative basins| two-layer models| analog simulation,models,,Models,,,,,
814,http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdati,http://dbpedia.org/resource/Category:Molybdates,E,,ferrimolybdite| minerals| wulfenite,tungstates,molybdates,,Molybdates,,,Molybdenum compounds,,
815,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monografia,http://dbpedia.org/resource/Category:Monographs,E,,,publications| theses| directory| bibliography| lexicons| guidebook| manuals| textbooks| dictionaries| catalogs| book reviews| glossaries,monographs,,Monographs,,,Publications by format| Books by type,,
816,http://linkeddata.ge.imati.cnr.it/resource/ThIST/morena,http://dbpedia.org/resource/Category:Moraines,E,,ground moraines| lateral moraines| push moraine,boulder trains| periglacial features| glacial features| glacial tongue| kames| glaciers| drift| till| ablation| glaciofluvial features| ice-marginal features| glacial geology| outwash plains| moraine complex,moraines,,Moraines,,,Glacial landforms,,
817,http://linkeddata.ge.imati.cnr.it/resource/ThIST/moto,http://dbpedia.org/resource/Category:Motions,E,,,rotation| Chandler wobble| nutation| acceleration| obliquity of the ecliptic| Earth| eccentricity| Moon| oscillations| Milankovitch theory,motions,,,,,,,
818,http://linkeddata.ge.imati.cnr.it/resource/ThIST/muscolo,http://dbpedia.org/resource/Category:Muscles,E,,,morphology| extremities| jaws| physiology| skeletons| anatomy,muscles,,Muscles,,,,,
819,http://linkeddata.ge.imati.cnr.it/resource/ThIST/museo,http://dbpedia.org/resource/Category:Museums,E,,,inventory| education| survey organizations| academic institutions| geology| associations| collections| catalogs| exhibits| organization,museums,,Museums,,,Heritage organizations| Buildings and structures by type| Information storage| Educational buildings| Tourist attractions,,
820,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitrati,http://dbpedia.org/resource/Category:Nitrates,E,,minerals,nitrification| nitrate deposits| nitrate ion,nitrates,,Nitrates,,,Nitrogen compounds| Oxygen compounds| Salts,,
821,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nomenclatura,http://dbpedia.org/resource/Category:Nomenclature,E,,,classification| homonymy| new names| identification| definition| terminology,nomenclature,,,,,,,
822,http://linkeddata.ge.imati.cnr.it/resource/ThIST/notizia,http://dbpedia.org/resource/Category:News,E,,,popular geology| current research,news,,News,,,Events| Information,,Years| Births by year| Deaths by year| Years in music| Films by year| History| Years in film
823,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nutrizione,http://dbpedia.org/resource/Category:Nutrition,E,,,paleontology| predation| nutrients| trophic analysis| diet| metabolism,nutrition,,Nutrition,,,Health| Branches of biology| Food and drink| Determinants of health,,Food science| Digestive system
824,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuvola,http://dbpedia.org/resource/Category:Clouds,E,,,meteorology| condensation| droplets| raindrops| hydrologic cycle| water,clouds,,Clouds,,,"Forms of water| Clouds, fog and precipitation",,Fog| Precipitation
825,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceania,http://dbpedia.org/resource/Category:Oceania,E,,Papua New Guinea| New Zealand| New Guinea| Fiji| Pitcairn Islands| New Caledonia| American Samoa| Samoa| Polynesia| Melanesia| Tonga| Vanuatu| French Polynesia| Micronesia| Niue| Nauru| Kiribati| Great Barrier Reef,Australasia| Australia| Southern Ocean| Pacific Ocean,Oceania,,Oceania,,,Tropics| Wikipedia categories named after continents| Supercontinents| Pacific Ocean| Continents,,
826,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceano,http://dbpedia.org/resource/Category:Oceans,E,,,wave motion| global| Law of the Sea| oceanization| ocean closure| Southern Ocean| chlorinity,oceans,,Oceans,,,Earth| Regions| Bodies of water| Coastal and oceanic landforms,,
827,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanografia,http://dbpedia.org/resource/Category:Oceanography,E,,,ocean circulation| carbonate compensation depth| reefs| wave motion| sediment traps| tidal currents| ocean basins| sedimentary petrology| bibliography| marine drilling| sea ice| Law of the Sea| research vessels| GEOSECS| upwelling| sedimentation| Deep Sea Drilling Project| scientific cruises| pelagic environment| shelf-slope break| convection| bottom water| education| continental slope| marine geology| nodules| bottom features| ocean waves| abyssal plains| estuaries| boundary layer| turbulence| diffusion| ocean floors| submersibles| continental shelf| expeditions| catalogs| air-sea interface| echo sounding| bathymetry| Ocean Drilling Program| shoals| paleo-oceanography| hemipelagic environment| sea water,oceanography,,Oceanography,,,Applied and interdisciplinary physics| Hydrography| Physical geography| Hydrology| Earth sciences| Oceans,,Meteorology
828,http://linkeddata.ge.imati.cnr.it/resource/ThIST/olografia,http://dbpedia.org/resource/Category:Holography,E,,,data processing| crystallography,holography,,Holography,,,3D imaging| Optics| Virtual reality,,
829,http://linkeddata.ge.imati.cnr.it/resource/ThIST/omonimia,http://dbpedia.org/resource/Category:Homonymy,E,,,nomenclature| taxonomy,homonymy,,Homonymy,,,Semantics| Ambiguity| Lexical semantics| Types of words,,
830,http://linkeddata.ge.imati.cnr.it/resource/ThIST/onda,http://dbpedia.org/resource/Category:Waves,E,,plane waves,wavelength| SKP-waves| wave amplification| tube waves| meteorology| wave motion| Lg-waves| P-waves| coda waves| ScS-waves| SKS-waves| interference| Hilbert transformations| PKiKP-waves| PKS-waves| electromagnetic waves| Pn-waves| Love waves| SH-waves| S-waves| surface waves| breaking waves| Rayleigh waves| seiches| short-period waves| scattering| elastic waves| PPS-waves| internal waves| ocean waves| PKP-waves| Sn-waves| ideal waves| propagation| PPP-waves| body waves| shoaling| Stoneley waves| PcP-waves| Doppler effect| catastrophic waves| PS-waves| acoustical waves| PP-waves| SV-waves| Airy waves| long-period waves| wave dispersion| wave absorption| surges| shock waves,waves,,Waves,,,Differential equations| Periodic phenomena| Dynamical systems| Physical phenomena| Oscillation,,
831,http://linkeddata.ge.imati.cnr.it/resource/ThIST/opera,http://dbpedia.org/resource/Category:Construction,E,,,railroads| reservoirs| dredging| applied geology| foundations| remediation| marine installations| environmental impact evaluation| underground installations| backfill| construction materials| shorelines| highways| tunnels| dams,construction,,Construction,,,Real estate,,
832,http://linkeddata.ge.imati.cnr.it/resource/ThIST/orientazione,http://dbpedia.org/resource/Category:Orientation,E,,,horizontal orientation| tilt| faults| preferred orientation| vertical orientation| schistosity| dip| nappes| lineation| discordant folds| plunging folds| recumbent folds| superposed folds| structural analysis| inclined folds| folds| petrofabrics| drag folds| oblique orientation| strike| overturned folds| linear orientation| fabric,orientation,,,,,,,
833,http://linkeddata.ge.imati.cnr.it/resource/ThIST/orogenesi,http://dbpedia.org/resource/Category:Orogeny,E,,Damara Orogeny| Nevadan Orogeny| Himalayan Orogeny| Hercynian Orogeny| Wopmay Orogeny| Caledonian Orogeny| Pan-African Orogeny| Cimmerian Orogeny| Appennine Orogenesis| Cordilleran Orogeny| Algoman Orogeny| Ouachita Orogeny| Assyntic Orogeny| Pyrenean Orogeny| Cadomian Orogeny| Penokean Orogeny| Grenvillian Orogeny| Karelian Orogeny| Eburnean Orogeny| Precambrian Orogeny| Beltian Orogeny| Laramide Orogeny| Avalonian Orogeny| Kenoran Orogeny| Hudsonian Orogeny| Katangan Orogeny| Asturian Orogeny,epeirogeny| volcanology| Alpine Orogeny| overprinting| back-arc basins| faults| Acadian Phase| Taconic Orogeny| orogenic belts| arches| backthrusting| tectogenesis| intracontinental belts| structural geology| absolute age| plate tectonics| Saalian Phase| taphrogeny| Appalachian Phase| magmatism| compression tectonics| folds| tectonics| tectonic phase| geosynclines| transpression| deformation| crust| Alleghany Orogeny| Baikalian Phase| Antler Orogeny| periodicity| metamorphism| Andean Orogeny| fore-arc basins,orogeny,,Orogeny,,,Plate tectonics| Geological processes| Geological history of Earth,,
834,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossalati,http://dbpedia.org/resource/Category:Oxalates,E,,oxalite| whewellite| weddellite,minerals,oxalates,,Oxalates,,,Salts and esters of carboxylic acids,,
835,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osservatorio,http://dbpedia.org/resource/Category:Observatories,E,,,volcanology| meteorology| geophysics| Vesuvius Observatory Italy| seismology,observatories,,Observatories,,,Scientific observation| Scientific buildings| Facilities and organizations of science,,
836,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidi,http://dbpedia.org/resource/Category:Oxides,E,,chromite| rosenhahnite| cryptomelane| cuprite| cervantite| keatite| rutile| betafite| chrysoberyl| coronadite| ulvospinel| diaspore| hydroxides| bayerite| pseudobrookite| lepidocrocite| rancieite| iron oxides| minerals| pyrophanite| periclase| davidite| becquerelite| anatase| paratellurite| ferrihydrite| hausmannite| plattnerite| wustite| maghemite| delafossite| tellurites| brannerite| bindheimite| goethite| niobotantalates| manganite| euxenite| boehmite| valentinite| crichtonite| schreyerite| bixbyite| gahnite| thorianite| martite| spinel group| gibbsite| wolsendorfite| tenorite| niobates| birnessite| hematite| manganese oxides| hollandite| psilomelane| massicot| uraninite| mendipite| franklinite| priderite| ixiolite| tantalates| brookite| zincite| geikielite| todorokite| columbite| nigerite| bromellite| leucoxene| chrome spinel| baddeleyite| pyrochlore| magnesioferrite| sapphire| pyrolusite| nsutite| brucite| powellite| ilmenite| armalcolite| ramsdellite| germanates| jacobsite| perovskite| corundum| cassiterite| magnetite| hercynite| akaganeite| hibonite| spinel| cerianite| taaffeite| heterogenite,nitrous oxide| ocher| ice| alumina,oxides,,Oxides,,,Chalcogenides| Oxygen compounds| Salts,,
837,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossigeno,http://dbpedia.org/resource/Category:Oxygen,E,,O-18/O-16| O-16| O-17/O-16| O-18,chemical elements| stable isotopes| isotopes| atmosphere| oxidation| ozone,oxygen,,Oxygen,,,Diatomic nonmetals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
838,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osteologia,http://dbpedia.org/resource/Category:Osteology,E,,,paleontology| bones,osteology,,Osteology,,,Bones| Biological anthropology,,Orthopedic surgical procedures
839,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ottimizzazione,http://dbpedia.org/resource/Category:Optimization,E,,,ore beneficiation| production| quality controls| methods,optimization,,Optimization,,,,,
840,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozono,http://dbpedia.org/resource/Category:Ozone,E,,,atmosphere| oxygen| stratosphere,ozone,,Ozone,,,Oxidizing agents| Homonuclear triatomic molecules| Oxygen,,
841,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pakistan,http://dbpedia.org/resource/Category:Pakistan,E,,Salt Range,Hindu Kush| Himalayas| Kashmir| Indus River| Karakoram| Indus Valley| Pamirs,Pakistan,,Pakistan,,,Pashto-speaking countries and territories| South Asian countries| Countries in Asia| Federal republics| English-speaking countries and territories| Wikipedia categories named after countries,,
842,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleobiologia,http://dbpedia.org/resource/Category:Paleobiology,E,,,geomicrobiology| fossils| paleontology| biology| biochemistry,paleobiology,,Paleobiology,,,Branches of biology| Subfields of paleontology,,
843,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleoclimatologia,http://dbpedia.org/resource/Category:Paleoclimatology,E,,,climate| taiga environment| temperate environment| interglacial environment| arid environment| fossils| paleoecology| glacial periods| length of day| climatologic maps| arctic environment| subtropical environment| boreal environment| glaciation| O-18/O-16| hot guest| encrustations| paleotemperature| Boreal| cold guest| cycles| indicators| C-13/C-12| obliquity of the ecliptic| isotopes| humid environment| atmosphere| climate change| S-34/S-32| Milankovitch theory| paleoatmosphere| fluctuations| paleoclimate maps| glacial geology| paleogeography| tropical environment,paleoclimatology,,Paleoclimatology,,,Climatology| Historical geology| Climate history,,
844,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleogeografia,http://dbpedia.org/resource/Category:Paleogeography,E,,,isthmus| sea-level changes| ocean basins| biogeography| paleogeographic maps| stratigraphy| paleoclimatology| alluvial plains| paleoecology| buried channels| buried valleys| exhumation| sedimentation| sedimentary structures| plate tectonics| paleogeographic controls| basins| continental drift| paleocurrents| geomorphology| paleocurrent maps| geosynclines| geotectonic maps| Mesogaea| coastlines| sedimentary basins| shorelines| sebkha environment| transgression| land bridges| paleohydrology| reconstruction| basin analysis| paleoenvironment| geography,paleogeography,,Paleogeography,,,Historical geography| Physical geography| Historical geology| Subfields of paleontology| Subfields of geology,,
845,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleontologia,http://dbpedia.org/resource/Category:Paleontology,E,,,cladistics| osteology| faunal provinces| extinct taxa| ornamentation| geomicrobiology| bipedalism| biogeography| jaws| stratigraphy| fossils| creationism| phylogeny| bibliography| biometry| casts| palynology| paleoecology| radiation| extinction| bones| species diversity| gradualism| type localities| biologic evolution| predation| biostratigraphy| paleopathology| geochronology| wood| paleozoology| skulls| ontogeny| miscellanea| isomorphism| vicariance| biocenoses| lexicons| trophic analysis| continental drift| staining| ultrastructure| sample preparation| problematic fossils| mass extinctions| taxonomy| diet| thanatocenoses| collecting| guide fossils| electron microscopy| historical geology| Darwinism| biogeographic maps| life origin| micropaleontology| geology| fossilization| skeletons| collections| catalogs| reproduction| larvae| paleobotany| nutrition| anatomy| speciation| punctuated equilibria| paleobiology| chemical fossils| shells| glossaries| adaptation| morphometry| synonymy| lectotypes,paleontology,,Paleontology,,,Subfields of evolutionary biology| Earth sciences| Historical geology| Evolutionary biology| Subfields of geology,,
846,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleopatologia,http://dbpedia.org/resource/Category:Paleopathology,E,,,morphology| jaws| paleontology| bones| taphonomy| skulls| archaeology| skeletons| teeth| shells,paleopathology,,Paleopathology,,,Pathology| Biological anthropology| Subfields of paleontology| Archaeological science,,
847,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleozoologia,http://dbpedia.org/resource/Category:Paleozoology,E,,,paleontology| Invertebrata| Vertebrata,paleozoology,,Paleozoology,,,Subfields of zoology| Subfields of paleontology,,
848,http://linkeddata.ge.imati.cnr.it/resource/ThIST/palinologia,http://dbpedia.org/resource/Category:Palynology,E,,,pollen| geomicrobiology| biogeography| stratigraphy| paleontology| geochronology| pollen diagrams| pollen analysis| relative age| sample preparation| palynomorphs| micropaleontology| paleobotany,palynology,,Palynology,,,Botany| Earth sciences| Microfossils,,
849,http://linkeddata.ge.imati.cnr.it/resource/ThIST/parassitismo,http://dbpedia.org/resource/Category:Parasitism,E,,,fungi| epibiotism| commensalism| bacteria,parasitism,,Parasitism,,,Predation| Parasitology| Symbiosis,,
850,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pascolo,http://dbpedia.org/resource/Category:Grasslands,E,,,wetlands| revegetation| savannas| prairies| steppes| herbivorous taxa| ecology,grasslands,,Grasslands,,,Biogeography| Ecosystems| Grasses,,
851,http://linkeddata.ge.imati.cnr.it/resource/ThIST/perla,http://dbpedia.org/resource/Category:Pearls,E,,,Mollusca| aragonite| gems,pearls,,Pearls,,,Organic gemstones| Mollusc products,,
852,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pesticida,http://dbpedia.org/resource/Category:Pesticides,E,,,waste disposal| pollutants| herbicides| environmental geology,pesticides,,Pesticides,,,Chemical substances by utilization| Agricultural chemicals| Biocides| Pests (organism)| Industrial agriculture| Toxicology,,
853,http://linkeddata.ge.imati.cnr.it/resource/ThIST/petrolio,http://dbpedia.org/resource/Category:Petroleum,E,,natural gas| coalbed methane,oil-water interface| kerogen| aromatization| giant fields| migration| traps| reservoir properties| onshore| stratigraphic traps| organic materials| heavy oil| structural traps| potential deposits| petroleum exploration| petroleum engineering| hydrocarbons| source rocks| benzene| petroleum accumulation| stratigraphic wedges| bituminous shale| depletion| oil spills| diwa-type deposits| offshore| primary migration| pipelines| bitumens| seepage| naturally fractured reservoirs| reservoir rocks| fluidization| energy sources| oil-gas interface| Darcy's law| tertiary recovery| oil storage| drilling| oil and gas fields| tight sands| petroleum maps| geopressure| porosity| secondary migration| oil sands| cap rock| condensates| thermal maturity| secondary recovery| oil seeps,petroleum,,Petroleum,,,Hydrocarbons| Oils| Resource extraction| Fossil fuels,,
854,http://linkeddata.ge.imati.cnr.it/resource/ThIST/petrologia,http://dbpedia.org/resource/Category:Petrology,E,,,metasomatic rocks| volcanology| accessory minerals| sedimentary petrology| bibliography| palingenesis| petrography| petrogenesis| sediments| microscope methods| petrographic analysis| lexicons| banded structures| crystallography| education| binary system| staining| meteorites| lava| interlaboratory comparison| igneous rocks| silicate rocks| inclusions| modal analysis| standard materials| catalogs| mineralogy| metasomatism| sedimentary rocks| fluid inclusions| homogenization| melts| magmas| metamorphism| petrochemical coefficient| tektites| intrusions| petrographic norms| metamorphic rocks,petrology,,Petrology,,,Subfields of geology| Rocks,,
855,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pianeta,http://dbpedia.org/resource/Category:Planets,E,,Uranus| Saturn| terrestrial planets| asteroids| Mercury Planet| Neptune| Mars| Venus| Earth| Pluto| Jupiter| outer planets,planetesimals| condensation| terrestrial comparison| orbit| extraterrestrial geology| surface features| interplanetary comparison| solar system| planetology| planetary interiors| precession| meteoroids| Moon| Sun,planets,,Planets,,,Astronomical objects| Planemos| Substellar objects,,
856,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pianificazione,http://dbpedia.org/resource/Category:Planning,E,,,programs| railroads| management| urban planning| land use| mitigation| associations| highways| geographic information systems| regional planning,planning,,Planning,,,Administration| Intention| Future,,
857,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pianta,http://dbpedia.org/resource/Category:Plants,E,,nannofossils| halophyte| Discoasteridae| Helicopontosphaera| charophytes| Nannoconus| Sphenolithus| Ethmodiscus| Braarudosphaeridae,biostratigraphy| flowers| roots| seeds| Plantae| thallus,plants,,Plants,,,Botany| Horticulture and gardening| Eukaryotes,,
858,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pianura,http://dbpedia.org/resource/Category:Plains,E,,chenier plains,pediplains| tundra| alluvial plains| playas| shore features| floodplains| savannas| coastal plains| geomorphology| uplands| abyssal plains| prairies| landforms| steppes| erosion features| Po Plain| peneplains| topography| Planosols| outwash plains| fluvial features,plains,,Plains,,,Slope landforms,,
859,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pioggia,http://dbpedia.org/resource/Category:Rain,E,,,atmospheric precipitation| rainfall| rain storm| drought| pluviometry| hydrology| rain wash| raindrops| runoff coefficient| acid rain,rain,,Rain,,,Precipitation,,
860,http://linkeddata.ge.imati.cnr.it/resource/ThIST/piuma,http://dbpedia.org/resource/Category:Feathers,E,,,biostratigraphy| Aves,feathers,,Feathers,,,Bird anatomy| Dinosaur anatomy,,
861,http://linkeddata.ge.imati.cnr.it/resource/ThIST/polder,http://dbpedia.org/resource/Category:Polders,E,,,coastal environment| land use| reclamation| shorelines| seawalls| dams,polders,,Polders,,,Artificial landforms| Coastal construction| Land reclamation,,
862,http://linkeddata.ge.imati.cnr.it/resource/ThIST/poliedro,http://dbpedia.org/resource/Category:Polyhedra,E,,tetrahedra,crystal structure,polyhedra,,Polyhedra,,,Convex geometry| Polytopes| Euclidean solid geometry| Linear programming,,Quasiregular polyhedra| Platonic solids| Archimedean solids| Images of polyhedra| Tessellation| Kepler–Poinsot polyhedra| Prismatoid polyhedra| Uniform polyhedra| Catalan solids| Johnson solids| Pyramids and bipyramids
863,http://linkeddata.ge.imati.cnr.it/resource/ThIST/polimero,http://dbpedia.org/resource/Category:Polymers,E,,,polymerization| organic materials| petroleum geology,polymers,,Polymers,,,Macromolecules| Chemical substances| Polymer chemistry,,
